ENTITY_CD,ENTITY_NAME,YEAR,COMMON_BRANCH,GRADE_8_MATH,GRADE_8_ENGLISH,GRADE_8_SCI,GRADE_8_SS,GRADE_10_ENGLISH,GRADE_10_MATH,GRADE_10_SCI,GRADE_10_SS
420701060000,WESTHILL CENTRAL SCHOOL DISTRICT,2014,23,21,22,20,21,22,20,16,24
420701060001,WESTHILL HIGH SCHOOL,2014,,,,,,22,20,16,24
420701060002,CHERRY ROAD ELEMENTARY SCHOOL,2014,24,,,,,,,,
420701060003,WALBERTA PARK PRIMARY SCHOOL,2014,19,,,,,,,,
420701060004,ONONDAGA HILL MIDDLE SCHOOL,2014,27,22,21,20,21,,,,
420702030000,SOLVAY UNION FREE SCHOOL DISTRICT,2014,20,18,22,17,21,20,19,16,19
420702030001,SOLVAY ELEMENTARY SCHOOL,2014,20,,,,,,,,
420702030004,SOLVAY HIGH SCHOOL,2014,,,,,,20,19,16,19
420702030007,SOLVAY MIDDLE SCHOOL,2014,20,18,22,17,21,,,,
420807040000,LAFAYETTE CENTRAL SCHOOL DISTRICT,2014,15,9,4,9,4,20,7,,15
420807040002,ONONDAGA NATION SCHOOL,2014,13,4,4,4,4,,,,
420807040003,LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL,2014,,14,,14,,20,7,,15
420807040004,C GRANT GRIMSHAW SCHOOL,2014,16,,,,,,,,
420901060000,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,2014,22,22,23,24,22,24,18,25,27
420901060002,HARRY E ELDEN ELEMENTARY SCHOOL,2014,23,,,,,,,,
420901060003,CATHERINE M MCNAMARA ELEMENTARY SCHOOL,2014,22,,,,,,,,
420901060004,L PEARL PALMER ELEMENTARY SCHOOL,2014,22,,,,,,,,
420901060005,VAN BUREN ELEMENTARY SCHOOL,2014,21,,,,,,,,
420901060006,THEODORE R DURGEE JUNIOR HIGH SCHOOL,2014,,22,23,24,22,,2,,
420901060007,CHARLES W BAKER HIGH SCHOOL,2014,,,,,,24,22,26,27
420901060008,MAE E REYNOLDS SCHOOL,2014,21,,,,,,,,
421001060000,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,2014,21,18,18,18,18,22,21,20,23
421001060001,FAYETTEVILLE ELEMENTARY SCHOOL,2014,21,,,,,,,,
421001060002,FAYETTEVILLE-MANLIUS SENIOR HIGH SCHOOL,2014,,,,,,22,21,20,23
421001060005,EAGLE HILL MIDDLE SCHOOL,2014,22,18,18,18,18,,,,
421001060006,WELLWOOD MIDDLE SCHOOL,2014,21,18,19,19,19,,,,
421001060007,MOTT ROAD ELEMENTARY SCHOOL,2014,21,,,,,,,,
421001060008,ENDERS ROAD ELEMENTARY SCHOOL,2014,21,,,,,,,,
421101060000,MARCELLUS CENTRAL SCHOOL DISTRICT,2014,22,23,22,22,22,23,21,21,23
421101060001,K C HEFFERNAN ELEMENTARY SCHOOL,2014,21,,,,,,,,
421101060003,MARCELLUS HIGH SCHOOL,2014,,,,,,23,21,21,23
421101060004,C S DRIVER MIDDLE SCHOOL,2014,22,23,22,22,23,,,,
421201040000,ONONDAGA CENTRAL SCHOOL DISTRICT,2014,21,17,,22,20,16,,19,18
421201040001,ROCKWELL ELEMENTARY SCHOOL,2014,22,,,,,,,,
421201040002,WHEELER ELEMENTARY SCHOOL,2014,21,,,,,,,,
421201040003,ONONDAGA SENIOR HIGH SCHOOL,2014,,17,,22,20,16,,19,18
421501060000,LIVERPOOL CENTRAL SCHOOL DISTRICT,2014,22,22,21,22,22,26,20,26,21
421501060001,NATE PERRY ELEMENTARY SCHOOL,2014,23,,,,,,,,
421501060002,CHESTNUT HILL MIDDLE SCHOOL,2014,,21,19,21,21,,,,
421501060004,ELMCREST ELEMENTARY SCHOOL,2014,23,,,,,,,,
421501060005,LIVERPOOL MIDDLE SCHOOL,2014,,21,20,21,21,,,,
421501060009,CHESTNUT HILL ELEMENTARY SCHOOL,2014,22,,,,,,,,
421501060010,LIVERPOOL ELEMENTARY SCHOOL,2014,21,,,,,,,,
421501060011,LIVERPOOL HIGH SCHOOL,2014,,,,,,26,20,26,21
421501060012,MORGAN ROAD ELEMENTARY SCHOOL,2014,22,,,,,,,,
421501060013,SOULE ROAD ELEMENTARY SCHOOL,2014,22,,,,,,,,
421501060014,SOULE ROAD MIDDLE SCHOOL,2014,,24,24,24,24,,,,
421501060015,LONG BRANCH ELEMENTARY SCHOOL,2014,22,,,,,,,,
421501060016,DONLIN DRIVE ELEMENTARY SCHOOL,2014,22,,,,,,,,
421501060019,WILLOW FIELD ELEMENTARY SCHOOL,2014,22,,,,,,,,
421504020000,LYNCOURT UNION FREE SCHOOL DISTRICT,2014,17,11,15,11,16,,,,
421504020001,LYNCOURT SCHOOL,2014,17,11,15,11,16,,,,
421601060000,SKANEATELES CENTRAL SCHOOL DISTRICT,2014,20,17,13,18,18,23,17,23,17
421601060002,SKANEATELES SENIOR HIGH SCHOOL,2014,,,,,,23,17,23,17
421601060003,WATERMAN ELEMENTARY SCHOOL,2014,20,,,,,,,,
421601060004,STATE STREET INTERMEDIATE SCHOOL,2014,20,,,,,,,,
421601060005,SKANEATELES MIDDLE SCHOOL,2014,,17,13,18,18,,,,
421800010000,SYRACUSE CITY SCHOOL DISTRICT,2014,24,25,22,25,24,24,27,24,24
421800010003,CLARY MIDDLE SCHOOL,2014,26,22,15,23,23,,,,
421800010004,BELLEVUE ELEMENTARY SCHOOL,2014,24,,,,,,,,
421800010006,VAN DUYN ELEMENTARY SCHOOL,2014,26,,,,,,,,
421800010008,EDWARD SMITH K-8 SCHOOL,2014,25,28,25,27,27,,,,
421800010010,ROBERTS K-8 SCHOOL,2014,27,22,,24,23,,,,
421800010011,MEACHEM ELEMENTARY SCHOOL,2014,24,,,,,,,,
421800010012,LEMOYNE ELEMENTARY SCHOOL,2014,25,,,,,,,,
421800010013,SALEM HYDE ELEMENTARY SCHOOL,2014,23,,,,,,,,
421800010015,HUNTINGTON K-8 SCHOOL,2014,25,28,26,25,24,,,,
421800010018,DR KING ELEMENTARY SCHOOL,2014,24,,,,,,,,
421800010020,DANFORTH MIDDLE SCHOOL,2014,27,24,23,25,24,,,,
421800010021,FRANKLIN ELEMENTARY SCHOOL,2014,24,,,,,,,,
421800010022,FRAZER K-8 SCHOOL,2014,26,27,24,28,28,,,,
421800010025,HUGHES ELEMENTARY SCHOOL,2014,21,,,,,,,,
421800010027,PORTER ELEMENTARY SCHOOL,2014,22,,,,,,,,
421800010028,SEYMOUR DUAL LANGUAGE ACADEMY,2014,22,,,,,,,,
421800010031,HURLBUT W SMITH K-8 SCHOOL,2014,25,22,27,27,27,,,,
421800010033,CORCORAN HIGH SCHOOL,2014,,,,,,23,16,,25
421800010035,GRANT MIDDLE SCHOOL,2014,26,28,21,21,27,,,,
421800010039,NOTTINGHAM HIGH SCHOOL,2014,,,,,,26,30,,21
421800010040,HENNINGER HIGH SCHOOL,2014,,,,,,25,28,27,26
421800010041,DELAWARE ACADEMY,2014,23,,,,,,,,
421800010042,MCKINLEY-BRIGHTON ELEMENTARY SCHOOL,2014,22,,,,,,,,
421800010043,WEBSTER ELEMENTARY SCHOOL,2014,25,,,,,,,,
421800010047,INSTITUTE OF TECHNOLOGY AT SYRACUSE CENTRAL,2014,,,,,,29,30,26,22
421800010048,LINCOLN MIDDLE SCHOOL,2014,22,25,22,25,21,,,,
421800010049,FOWLER HIGH SCHOOL,2014,,,,,,25,32,25,25
421800010052,DR WEEKS ELEMENTARY SCHOOL,2014,26,,,,,,,,
421800010058,EXPEDITIONARY LEARNING MIDDLE SCHOOL,2014,24,23,24,23,23,,,,
421800010060,WESTSIDE ACADEMY AT BLODGETT,2014,,25,18,25,24,,,,
421800860845,SOUTHSIDE ACADEMY CHARTER SCHOOL,2014,26,21,21,,21,,,,
421800860854,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,2014,27,30,,,,,,,
421902040000,TULLY CENTRAL SCHOOL DISTRICT,2014,19,20,20,22,18,21,20,17,17
421902040001,TULLY JUNIOR-SENIOR HIGH SCHOOL,2014,,20,20,22,18,21,20,17,17
421902040002,TULLY ELEMENTARY SCHOOL,2014,19,,,,,,,,
430300050000,CANANDAIGUA CITY SCHOOL DISTRICT,2014,22,16,20,20,19,20,15,21,21
430300050001,CANANDAIGUA ELEMENTARY SCHOOL,2014,23,,,,,,,,
430300050002,CANANDAIGUA ACADEMY,2014,,,,,,20,16,21,21
430300050003,CANANDAIGUA PRIMARY SCHOOL,2014,22,,,,,,,,
430300050004,CANANDAIGUA MIDDLE SCHOOL,2014,,17,20,21,21,,,,
430501040000,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,2014,19,32,18,16,17,19,21,,20
430501040001,BLOOMFIELD HIGH SCHOOL,2014,,,,,,19,21,,20
430501040002,BLOOMFIELD MIDDLE SCHOOL,2014,,32,,19,,,,,
430501040004,BLOOMFIELD ELEMENTARY SCHOOL,2014,19,,,,,,,,
430700010000,GENEVA CITY SCHOOL DISTRICT,2014,21,19,20,21,24,20,17,17,17
430700010001,WEST STREET ELEMENTARY SCHOOL,2014,20,,,,,,,,
430700010002,NORTH STREET ELEMENTARY SCHOOL,2014,21,,,,,,,,
430700010005,GENEVA MIDDLE SCHOOL,2014,,19,20,21,24,,,,
430700010006,GENEVA HIGH SCHOOL,2014,,,,,,20,17,17,17
430901060000,GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),2014,20,20,21,21,21,20,23,,23
430901060001,MARCUS WHITMAN HIGH SCHOOL,2014,,,,,,20,23,,23
430901060002,GORHAM ELEMENTARY SCHOOL,2014,19,,,,,,,,
430901060003,MARCUS WHITMAN MIDDLE SCHOOL,2014,21,20,21,21,21,,,,
430901060007,MIDDLESEX VALLEY ELEMENTARY SCHOOL,2014,20,,,,,,,,
431101040000,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),2014,19,15,15,15,15,17,19,,16
431101040001,RED JACKET ELEMENTARY SCHOOL,2014,19,,,,,,,,
431101040002,RED JACKET HIGH SCHOOL,2014,,,,,,17,19,,16
431101040003,RED JACKET MIDDLE SCHOOL,2014,,15,,,,,,,
431201040000,NAPLES CENTRAL SCHOOL DISTRICT,2014,19,14,16,16,16,19,5,,18
431201040002,NAPLES HIGH SCHOOL,2014,,14,16,16,16,19,5,,18
431201040003,NAPLES ELEMENTARY SCHOOL,2014,19,,,,,,,,
431301060000,PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT,2014,21,25,25,23,24,18,,19,17
431301060001,MIDLAKES PRIMARY SCHOOL,2014,20,,,,,,,,
431301060002,MIDLAKES MIDDLE SCHOOL,2014,,23,25,22,24,,,,
431301060003,MIDLAKES INTERMEDIATE SCHOOL,2014,22,,,,,,,,
431301060004,MIDLAKES HIGH SCHOOL,2014,,,,,,18,,20,17
431401040000,HONEOYE CENTRAL SCHOOL DISTRICT,2014,16,16,16,19,16,18,5,20,19
431401040001,HONEOYE ELEMENTARY SCHOOL,2014,16,,,,,,,,
431401040002,HONEOYE MIDDLE/HIGH SCHOOL,2014,,16,16,19,16,18,5,20,19
431701060000,VICTOR CENTRAL SCHOOL DISTRICT,2014,21,24,24,24,23,22,22,12,21
431701060001,VICTOR INTERMEDIATE SCHOOL,2014,22,,,,,,,,
431701060002,VICTOR JUNIOR HIGH SCHOOL,2014,,24,24,24,23,,,,
431701060003,VICTOR PRIMARY SCHOOL,2014,20,,,,,,,,
431701060004,VICTOR SENIOR HIGH SCHOOL,2014,,,,,,22,22,12,21
431701060005,VICTOR EARLY CHILDHOOD SCHOOL,2014,21,,,,,,,,
440102060000,WASHINGTONVILLE CENTRAL SCHOOL DISTRICT,2014,24,25,26,25,24,22,22,26,22
440102060001,LITTLE BRITAIN ELEMENTARY SCHOOL,2014,23,,,,,,,,
440102060002,TAFT ELEMENTARY SCHOOL,2014,25,,,,,,,,
440102060003,WASHINGTONVILLE SENIOR HIGH SCHOOL,2014,,,,,,22,22,26,22
440102060004,WASHINGTONVILLE MIDDLE SCHOOL,2014,28,25,26,25,24,,,,
440102060005,ROUND HILL ELEMENTARY SCHOOL,2014,21,,,,,,,,
440201020000,CHESTER UNION FREE SCHOOL DISTRICT,2014,22,21,21,21,21,18,25,35,
440201020001,CHESTER ACADEMY-MIDDLE/HIGH SCHOOL,2014,20,21,21,21,21,18,25,35,
440201020002,CHESTER ELEMENTARY SCHOOL,2014,22,,,,,,,,
440301060000,CORNWALL CENTRAL SCHOOL DISTRICT,2014,24,27,26,27,27,25,22,26,27
440301060001,WILLOW AVENUE ELEMENTARY SCHOOL,2014,22,,,,,,,,
440301060002,CORNWALL-ON-HUDSON ELEMENTARY SCHOOL,2014,24,,,,,,,,
440301060003,CORNWALL CENTRAL HIGH SCHOOL,2014,,,,,,25,22,26,27
440301060004,CORNWALL ELEMENTARY SCHOOL,2014,24,,,,,,,,
440301060005,CORNWALL MIDDLE SCHOOL,2014,25,27,26,27,27,,,,
440401060000,PINE BUSH CENTRAL SCHOOL DISTRICT,2014,23,23,24,24,24,24,24,23,24
440401060001,E J RUSSELL ELEMENTARY SCHOOL,2014,23,,,,,,,,
440401060004,CRISPELL MIDDLE SCHOOL,2014,,23,23,23,22,,,,
440401060005,PINE BUSH SENIOR HIGH SCHOOL,2014,,,,,,24,24,23,24
440401060006,CIRCLEVILLE ELEMENTARY SCHOOL,2014,24,,,,,,,,
440401060007,CIRCLEVILLE MIDDLE SCHOOL,2014,26,23,25,25,25,,,,
440401060008,PAKANASINK ELEMENTARY SCHOOL,2014,22,,,,,,,,
440401060009,PINE BUSH ELEMENTARY SCHOOL,2014,24,,,,,,,,
440601040000,GOSHEN CENTRAL SCHOOL DISTRICT,2014,24,22,22,22,23,23,24,18,21
440601040001,GOSHEN CENTRAL HIGH SCHOOL,2014,,,,,,23,24,18,21
440601040003,SCOTCHTOWN AVENUE SCHOOL,2014,23,,,,,,,,
440601040004,C J HOOKER MIDDLE SCHOOL,2014,,22,22,22,23,,,,
440601040005,GOSHEN INTERMEDIATE SCHOOL,2014,24,,,,,,,,
440901040000,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,2014,20,21,21,20,21,20,11,18,24
440901040001,FORT MONTGOMERY ELEMENTARY SCHOOL,2014,23,,,,,,,,
440901040003,JAMES I O'NEILL HIGH SCHOOL,2014,,20,,20,,20,11,18,24
440901040004,HIGHLAND FALLS INTERMEDIATE SCHOOL,2014,19,21,21,21,21,,,,
441000010000,MIDDLETOWN CITY SCHOOL DISTRICT,2014,27,19,19,22,21,24,22,15,26
441000010006,WILLIAM A CARTER SCHOOL,2014,27,,,,,,,,
441000010007,TRUMAN MOON SCHOOL,2014,15,,,,,,,,
441000010009,MIDDLETOWN HIGH SCHOOL,2014,,,,,,24,22,15,26
441000010010,MIDDLETOWN TWIN TOWERS MIDDLE SCHOOL,2014,19,19,19,24,25,,,,
441000010014,MONHAGEN MIDDLE SCHOOL,2014,26,19,20,20,20,,,,
441000010015,MAPLE HILL ELEMENTARY SCHOOL,2014,29,,,,,,,,
441000010018,PRESIDENTIAL PARK ELEMENTARY SCHOOL,2014,31,,,,,,,,
441101040000,MINISINK VALLEY CENTRAL SCHOOL DISTRICT,2014,23,22,25,26,26,22,21,18,23
441101040001,MINISINK VALLEY HIGH SCHOOL,2014,,,,,,22,21,18,23
441101040002,MINISINK VALLEY ELEMENTARY SCHOOL,2014,23,,,,,,,,
441101040003,MINISINK VALLEY MIDDLE SCHOOL,2014,,22,25,26,26,,,,
441101040004,OTISVILLE ELEMENTARY SCHOOL,2014,23,,,,,,,,
441101040005,MINISINK VALLEY INTERMEDIATE SCHOOL,2014,24,,,,,,,,
441201060000,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,2014,23,24,25,24,25,26,28,28,27
441201060001,PINE TREE ELEMENTARY SCHOOL,2014,23,,,,,,,,
441201060002,CENTRAL VALLEY SCHOOL,2014,23,,,,,,,,
441201060003,NORTH MAIN STREET SCHOOL,2014,22,,,,,,,,
441201060005,SMITH CLOVE ELEMENTARY SCHOOL,2014,22,,,,,,,,
441201060006,MONROE-WOODBURY HIGH SCHOOL,2014,,,,,,26,28,28,27
441201060009,MONROE-WOODBURY MIDDLE SCHOOL,2014,,24,25,24,25,,,,
441201060011,SAPPHIRE ELEMENTARY SCHOOL,2014,20,,,,,,,,
441301060000,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),2014,25,23,26,26,26,25,24,25,29
441301060001,EAST COLDENHAM ELEMENTARY SCHOOL,2014,24,,,,,,,,
441301060002,MONTGOMERY ELEMENTARY SCHOOL,2014,26,,,,,,,,
441301060003,WALDEN ELEMENTARY SCHOOL,2014,25,,,,,,,,
441301060004,VALLEY CENTRAL HIGH SCHOOL,2014,,,,,,25,25,25,29
441301060006,VALLEY CENTRAL MIDDLE SCHOOL,2014,,23,26,26,26,,,,
441301060007,BEREA ELEMENTARY SCHOOL,2014,24,,,,,,,,
441600010000,NEWBURGH CITY SCHOOL DISTRICT,2014,23,22,21,23,20,26,24,23,28
441600010001,BALMVILLE SCHOOL,2014,23,,,,,,,,
441600010003,HERITAGE MIDDLE SCHOOL,2014,,23,23,23,23,,,,
441600010004,FOSTERTOWN ETC MAGNET SCHOOL,2014,22,,,,,,,,
441600010005,GARDNERTOWN FUNDAMENTAL MAGNET SCHOOL,2014,24,,,,,,,,
441600010006,GAMS HIGH TECH MAGNET SCHOOL,2014,23,,,,,,,,
441600010009,HORIZON-ON-THE-HUDSON MAGNET SCHOOL,2014,19,,,,,,,,
441600010010,NEW WINDSOR SCHOOL,2014,22,,,,,,,,
441600010012,VAILS GATE HIGH TECH MAGNET SCHOOL,2014,24,,,,,,,,
441600010016,SOUTH MIDDLE SCHOOL,2014,,21,18,22,17,,,21,
441600010017,NEWBURGH FREE ACADEMY-MAIN CAMPUS,2014,,,,,,26,24,23,28
441600010020,TEMPLE HILL SCHOOL,2014,21,19,19,21,22,,,,
441600010021,MEADOW HILL GLOBAL EXPLORATIONS MAGNET SCHOOL,2014,23,23,24,24,23,,,,
441800050000,PORT JERVIS CITY SCHOOL DISTRICT,2014,21,20,21,24,24,21,20,,22
441800050001,ANNA S KUHL ELEMENTARY SCHOOL,2014,21,,,,,,,,
441800050002,N A HAMILTON BICENTENIAL SCHOOL,2014,22,,,,,,,,
441800050005,PORT JERVIS MIDDLE SCHOOL,2014,,20,21,24,24,,,,
441800050006,PORT JERVIS SENIOR HIGH SCHOOL,2014,,,,,,21,20,,22
441903020000,TUXEDO UNION FREE SCHOOL DISTRICT,2014,19,,27,17,27,19,19,,19
441903020001,GEORGE F BAKER HIGH SCHOOL,2014,,,,19,27,,19,,13
441903020002,GEORGE GRANT MASON ELEMENTARY SCHOOL,2014,19,,,,,,,,
442101060000,WARWICK VALLEY CENTRAL SCHOOL DISTRICT,2014,21,20,23,23,23,22,22,25,23
442101060002,WARWICK VALLEY HIGH SCHOOL,2014,,,,,,22,22,25,23
442101060003,WARWICK VALLEY MIDDLE SCHOOL,2014,22,20,23,23,23,,,,
442101060004,PARK AVENUE ELEMENTARY SCHOOL,2014,23,,,,,,,,
442101060007,SANFORDVILLE ELEMENTARY SCHOOL,2014,20,,,,,,,,
442111020000,GREENWOOD LAKE UNION FREE SCHOOL DISTRICT,2014,18,19,20,20,17,,,,
442111020001,GREENWOOD LAKE MIDDLE SCHOOL,2014,21,19,20,20,17,,,,
442111020002,GREENWOOD LAKE ELEMENTARY SCHOOL,2014,16,,,,,,,,
442115020000,FLORIDA UNION FREE SCHOOL DISTRICT,2014,19,14,19,14,13,,19,26,24
442115020001,S S SEWARD INSTITUTE,2014,,14,19,14,13,,19,26,24
442115020002,GOLDEN HILL ELEMENTARY,2014,19,,,,,,,,
450101060000,ALBION CENTRAL SCHOOL DISTRICT,2014,21,22,22,22,22,17,20,,21
450101060002,RONALD L SODOMA ELEMENTARY SCHOOL,2014,22,,,,,,,,
450101060003,CHARLES D'AMICO HIGH SCHOOL,2014,,,,,,17,20,,21
450101060005,CARL I BERGERSON MIDDLE SCHOOL,2014,18,22,22,22,22,,,,
450607040000,KENDALL CENTRAL SCHOOL DISTRICT,2014,18,16,16,16,17,23,17,20,24
450607040002,KENDALL JUNIOR-SENIOR HIGH SCHOOL,2014,,16,16,16,17,23,17,20,24
450607040003,KENDALL ELEMENTARY SCHOOL,2014,18,,,,,,,,
450704040000,HOLLEY CENTRAL SCHOOL DISTRICT,2014,23,22,11,21,,22,19,23,19
450704040001,HOLLEY JUNIOR SENIOR HIGH SCHOOL,2014,,22,11,21,,22,19,23,19
450704040005,HOLLEY ELEMENTARY SCHOOL,2014,23,,,,,,,,
450801060000,MEDINA CENTRAL SCHOOL DISTRICT,2014,21,19,18,20,20,17,17,,20
450801060002,OAK ORCHARD SCHOOL,2014,20,,,,,,,,
450801060003,CLIFFORD WISE INTERMEDIATE/MIDDLE SCHOOL,2014,22,,17,,,,,,
450801060004,MEDINA HIGH SCHOOL,2014,,19,19,20,20,17,17,,20
451001040000,LYNDONVILLE CENTRAL SCHOOL DISTRICT,2014,20,21,21,21,20,24,,,17
451001040001,LYNDONVILLE ELEMENTARY SCHOOL,2014,20,,,,,,,,
451001040002,L A WEBBER MIDDLE-HIGH SCHOOL,2014,,21,21,21,20,24,,,17
460102040000,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,2014,19,16,16,20,20,20,17,21,23
460102040006,ALTMAR-PARISH-WILLIAMSTOWN JR/SR HIGH SCHOOL,2014,,16,16,20,20,20,17,21,23
460102040007,ALTMAR-PARISH-WILLIAMSTOWN ELEMENTARY SCHOOL,2014,19,,,,,,,,
460500010000,FULTON CITY SCHOOL DISTRICT,2014,22,23,22,22,22,22,22,21,19
460500010001,FAIRGRIEVE SCHOOL,2014,22,,,,,,,,
460500010005,G RAY BODLEY HIGH SCHOOL,2014,,,,,,22,22,21,19
460500010006,FULTON JUNIOR HIGH SCHOOL,2014,,23,22,22,22,,,,
460500010007,GRANBY ELEMENTARY SCHOOL,2014,21,,,,,,,,
460500010008,J E LANIGAN SCHOOL,2014,21,,,,,,,,
460500010011,VOLNEY ELEMENTARY SCHOOL,2014,22,,,,,,,,
460701040000,HANNIBAL CENTRAL SCHOOL DISTRICT,2014,20,22,22,20,23,17,,13,18
460701040001,KENNEY MIDDLE SCHOOL,2014,20,22,22,19,23,,,,
460701040002,HANNIBAL HIGH SCHOOL,2014,,,,23,,17,,13,18
460701040003,FAIRLEY SCHOOL,2014,19,,,,,,,,
460801060000,CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,2014,21,21,23,21,22,24,22,20,23
460801060001,AURA A COLE ELEMENTARY SCHOOL,2014,20,,,,,,,,
460801060002,BREWERTON ELEMENTARY SCHOOL,2014,21,,,,,,,,
460801060003,CENTRAL SQUARE INTERMEDIATE SCHOOL,2014,24,,,,,,,,
460801060004,CLEVELAND ELEMENTARY SCHOOL,2014,19,,,,,,,,
460801060005,PAUL V MOORE HIGH SCHOOL,2014,,,,,,24,22,20,23
460801060006,MILLARD HAWK PRIMARY SCHOOL,2014,21,,,,,,,,
460801060007,HASTINGS MALLORY ELEMENTARY SCHOOL,2014,18,,,,,,,,
460801060008,CENTRAL SQUARE MIDDLE SCHOOL,2014,25,21,23,21,22,,,,
460901060000,MEXICO CENTRAL SCHOOL DISTRICT,2014,18,16,15,16,16,18,15,13,18
460901060001,MEXICO ELEMENTARY SCHOOL,2014,19,,,,,,,,
460901060002,PALERMO ELEMENTARY SCHOOL,2014,18,,,,,,,,
460901060003,MEXICO HIGH SCHOOL,2014,,,,,,18,15,13,18
460901060004,NEW HAVEN ELEMENTARY SCHOOL,2014,19,,,,,,,,
460901060005,MEXICO MIDDLE SCHOOL,2014,18,16,15,16,16,,,,
461300010000,OSWEGO CITY SCHOOL DISTRICT,2014,20,20,20,22,22,20,20,20,18
461300010002,CHARLES E RILEY ELEMENTARY SCHOOL,2014,21,,,,,,,,
461300010003,LEIGHTON ELEMENTARY SCHOOL,2014,19,,,,,,,,
461300010004,FITZHUGH PARK ELEMENTARY SCHOOL,2014,22,,,,,,,,
461300010005,KINGSFORD PARK ELEMENTARY SCHOOL,2014,21,,,,,,,,
461300010006,MINETTO ELEMENTARY SCHOOL,2014,18,,,,,,,,
461300010007,OSWEGO MIDDLE SCHOOL,2014,,20,20,22,22,,,,19
461300010008,OSWEGO HIGH SCHOOL,2014,,,,,,21,20,20,18
461300010010,BUCCANEER JUNIOR/SENIOR HIGH SCHOOL (THE),2014,,,11,,,13,,,
461801040000,PULASKI CENTRAL SCHOOL DISTRICT,2014,18,23,17,21,22,21,22,17,22
461801040001,PULASKI HIGH SCHOOL,2014,,,,,,21,22,17,22
461801040003,PULASKI ELEMENTARY SCHOOL,2014,18,,,,,,,,
461801040004,PULASKI MIDDLE SCHOOL,2014,,23,18,,,,,,
461901040000,SANDY CREEK CENTRAL SCHOOL DISTRICT,2014,17,16,17,13,17,17,12,,13
461901040001,SANDY CREEK HIGH SCHOOL,2014,,,,,,17,12,,13
461901040002,SANDY CREEK ELEMENTARY SCHOOL,2014,18,,,,,,,,
461901040003,SANDY CREEK MIDDLE SCHOOL,2014,14,16,17,13,17,,,,
462001060000,PHOENIX CENTRAL SCHOOL DISTRICT,2014,18,16,18,20,20,16,17,20,14
462001060001,MICHAEL A MAROUN ELEMENTARY SCHOOL,2014,18,,,,,,,,
462001060004,EMERSON J DILLON MIDDLE SCHOOL,2014,22,16,18,20,20,,,,
462001060006,JOHN C BIRDLEBOUGH HIGH SCHOOL,2014,,,,,,16,17,20,14
470202040000,GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT,2014,15,14,22,23,22,3,,35,36
470202040002,GILBERTSVILLE-MOUNT UPTON ELEMENTARY SCHOOL,2014,15,,,,,,,,
470202040003,GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL,2014,,14,22,23,22,3,,35,36
470501040000,EDMESTON CENTRAL SCHOOL DISTRICT,2014,20,14,14,14,14,18,15,17,17
470501040001,EDMESTON CENTRAL SCHOOL,2014,20,14,14,14,14,18,15,17,17
470801040000,LAURENS CENTRAL SCHOOL DISTRICT,2014,15,8,12,26,13,,11,,11
470801040001,LAURENS CENTRAL SCHOOL,2014,15,8,12,26,13,,11,,11
470901040000,SCHENEVUS CENTRAL SCHOOL DISTRICT,2014,13,13,23,21,26,22,13,22,12
470901040001,SCHENEVUS CENTRAL SCHOOL,2014,13,13,23,21,26,22,13,22,12
471101040000,MILFORD CENTRAL SCHOOL DISTRICT,2014,20,10,21,13,17,15,,,24
471101040001,MILFORD CENTRAL SCHOOL,2014,20,10,21,13,17,15,,,24
471201040000,MORRIS CENTRAL SCHOOL DISTRICT,2014,15,13,14,14,14,14,17,15,13
471201040001,MORRIS CENTRAL SCHOOL,2014,15,13,14,14,14,14,17,15,13
471400010000,ONEONTA CITY SCHOOL DISTRICT,2014,22,22,23,23,23,22,24,19,22
471400010002,ONEONTA SENIOR HIGH SCHOOL,2014,,,,,,22,24,19,22
471400010003,VALLEYVIEW ELEMENTARY SCHOOL,2014,21,,,,,,,,
471400010004,GREATER PLAINS ELEMENTARY SCHOOL,2014,22,,,,,,,,
471400010007,ONEONTA MIDDLE SCHOOL,2014,,22,23,23,23,,,,
471400010008,RIVERSIDE ELEMENTARY SCHOOL,2014,21,,,,,,,,
471601040000,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,2014,20,13,20,15,21,,,,23
471601040002,OTEGO ELEMENTARY SCHOOL,2014,21,,,,,,,,
471601040004,UNADILLA ELEMENTARY SCHOOL,2014,19,,,,,,,,
