ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,CSO_NAME,STREET,CITY,PHONE,GRADE_RANGE,NUM_TEACH,NUM_NO_VALID_CERT,PER_NO_VALID_CERT,NUM_TEACH_OUT_CERT,PER_TEACH_OUT_CERT,NUM_FEWER_3YRS_EXP,PER_FEWER_3YRS_EXP,NUM_MAS_PLUS,PER_MAS_PLUS,NUM_CORE,PER_NOT_HQ,NUM_CLASS,NUM_NO_APPROP_CERT,PER_NO_APPROP_CERT,PER_TURN_FIVE_YRS,PER_TURN_ALL,NUM_FT_OTH_PROF_STAFF,NUM_PT_OTH_PROF_STAFF,NUM_FT_PARAPROFESSIONALS,NUM_PT_PARAPROFESSIONALS,NUM_FT_ASST_PRINCIPALS,NUM_PT_ASST_PRINCIPALS,NUM_FT_PRINCIPALS,NUM_PT_PRINCIPALS
500402060013,CHESTNUT RIDGE MIDDLE SCHOOL,2015,50040206,EAST RAMAPO CSD (SPRING VALLEY),MARIA VERGEZ,892 RT 45,CHESTNUT RIDGE,8455776300,"7-8, US",42,0,0,0,0,2,5,32,76,150,0,197,0,0,,,4,0,0,0,1,0,1,0
512001060008,MASSENA SENIOR HIGH SCHOOL,2014,51200106,MASSENA CSD,PATRICK FARRAND,84 NIGHTENGALE AVE,MASSENA,3157643710,"9-12, US",56,0,0,0,0,1,2,8,14,205,0,314,0,0,67,9,5,0,0,0,1,0,1,0
512001060009,J WILLIAM LEARY JUNIOR HIGH SCHOOL,2014,51200106,MASSENA CSD,BURTON PECK,1 SCHOOL ST,MASSENA,3157643720,"7-8, US",34,0,0,0,0,0,0,5,15,114,1,182,2,1,0,8,5,0,0,0,1,0,1,0
512101040000,MORRISTOWN CENTRAL SCHOOL DISTRICT,2014,51210104,MORRISTOWN CSD,DAVID GLOVER,408 GOUVERNEUR ST,MORRISTOWN,3153758814,PK-12,34,0,0,1,3,1,3,28,82,86,0,116,3,3,0,9,0,0,7,0,0,0,1,0
500402060014,SPRING VALLEY HIGH SCHOOL,2015,50040206,EAST RAMAPO CSD (SPRING VALLEY),KAREN PINEL,361 RT 59,SPRING VALLEY,8455776500,"9-12, US",83,0,0,0,0,0,0,59,71,289,0,372,3,1,,,8,0,0,0,3,0,1,0
500402060015,POMONA MIDDLE SCHOOL,2015,50040206,EAST RAMAPO CSD (SPRING VALLEY),CHRISTINE ALFONSO,101 POMONA RD,SUFFERN,8455776200,"7-8, US",50,0,0,0,0,1,2,36,72,173,0,246,0,0,,,5,0,0,0,1,0,1,0
512101040001,MORRISTOWN CENTRAL SCHOOL,2014,51210104,MORRISTOWN CSD,JEFFREY DURANT,408 GOUVERNEUR ST,MORRISTOWN,3153758814,PK-12,34,0,0,1,3,1,3,28,82,86,0,116,3,3,0,9,2,0,0,0,0,0,1,0
512201040000,NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,2014,51220104,NORWOOD-NORFOLK CSD,JAMES CRUIKSHANK,7852 STATE HWY 56,NORWOOD,3153536631,"PK-12, UE, US",79,0,0,1,1,2,3,6,8,208,0,321,5,2,11,6,11,0,29,1,0,0,4,0
500402060016,ELMWOOD ELEMENTARY SCHOOL,2015,50040206,EAST RAMAPO CSD (SPRING VALLEY),NANCY KAVANAGH,43 ROBERT PITT DR,MONSEY,8455776160,"K-6, UE",31,0,0,0,0,2,6,17,55,44,0,56,0,0,,,2,1,0,0,0,0,1,0
500402060018,RAMAPO HIGH SCHOOL,2015,50040206,EAST RAMAPO CSD (SPRING VALLEY),SHERRILL MURRAY-LAZARUS,400 VIOLA RD,SPRING VALLEY,8455776400,9-12,94,0,0,1,1,3,3,71,76,322,1,435,3,1,,,7,0,0,0,3,0,1,0
500402060019,LIME KILN ELEMENTARY SCHOOL,2015,50040206,EAST RAMAPO CSD (SPRING VALLEY),LORI GRANT,35 LIME KILN RD,SUFFERN,8455776280,4-6,22,0,0,0,0,1,5,19,86,22,0,32,0,0,,,2,0,0,0,0,0,1,0
512201040001,NORWOOD-NORFOLK SCHOOL,2014,51220104,NORWOOD-NORFOLK CSD,ROBIN FETTER,7852 STATE HWY 56,NORWOOD,3153536631,"9-12, US",16,0,0,0,0,0,0,1,6,56,0,90,0,0,0,6,1,0,0,0,0,0,1,0
512201040002,NORWOOD-NORFOLK ELEMENTARY SCHOOL,2014,51220104,NORWOOD-NORFOLK CSD,REBECCA KINGSLEY,7852 STATE HWY 56,NORWOOD,3153536674,"PK-4, UE",28,0,0,0,0,1,4,2,7,29,0,37,0,0,0,0,1,0,0,0,0,0,1,0
512201040003,NORWOOD-NORFOLK MIDDLE SCHOOL,2014,51220104,NORWOOD-NORFOLK CSD,JON SOVAY,7852 STATE HWY 56,NORWOOD,3153536631,5-8,11,0,0,0,0,0,0,0,0,38,0,58,1,2,0,0,1,0,0,0,0,0,1,0
500402060023,ELDORADO ELEMENTARY SCHOOL,2015,50040206,EAST RAMAPO CSD (SPRING VALLEY),ASTRID JOHNSON,5 ELDORADO DR,CHESTNUT RIDGE,8455776150,"4-6, UE",25,0,0,0,0,2,8,20,80,19,0,31,0,0,,,1,0,0,0,0,0,1,0
510101040000,BRASHER FALLS CENTRAL SCHOOL DISTRICT,2015,51010104,BRASHER FALLS CSD,PAUL HARRICA,1039 STATE HWY 11C,BRASHER FALLS,3153895131,"PK-12, UE, US",71,0,0,0,0,3,4,8,11,173,0,312,5,2,50,13,7,0,28,0,0,0,3,0
512300010000,OGDENSBURG CITY SCHOOL DISTRICT,2014,51230001,OGDENSBURG CITY SD,TIMOTHY VERNSEY,1100 STATE ST,OGDENSBURG,3153930900,"PK-12, UE",139,0,0,1,1,2,1,53,38,318,1,486,12,2,25,13,5,1,53,0,0,1,5,1
512300010002,JOHN F KENNEDY SCHOOL,2014,51230001,OGDENSBURG CITY SD,SUSAN JACOBS,801-809 PARK ST,OGDENSBURG,3153934264,"PK-6, UE",37,0,0,0,0,1,3,16,43,31,0,73,0,0,0,4,1,0,0,0,0,1,1,0
510101040001,ST LAWRENCE MIDDLE SCHOOL,2015,51010104,BRASHER FALLS CSD,CHRISTOPHER ROSE,1039 STATE HWY 11C,BRASHER FALLS,3153895131,"5-8, UE, US",12,0,0,0,0,1,8,1,8,26,0,70,0,0,,,1,0,0,0,0,0,1,0
510101040002,SAINT LAWRENCE ELEMENTARY SCHOOL,2015,51010104,BRASHER FALLS CSD,JONATHAN HIRSCHEY,1039 STATE HWY 11C,BRASHER FALLS,3153895131,PK-4,23,0,0,0,0,2,9,3,13,29,0,39,0,0,,,2,0,0,0,0,0,1,0
510101040003,SAINT LAWRENCE HIGH SCHOOL,2015,51010104,BRASHER FALLS CSD,TRACY DAVISON,1039 STATE HWY 11C,BRASHER FALLS,3153895131,"9-12, US",14,0,0,0,0,0,0,2,14,46,0,75,1,1,,,1,0,0,0,0,0,1,0
512300010003,LINCOLN SCHOOL,2014,51230001,OGDENSBURG CITY SD,JACQUELYN KELLY,1515 KNOX,OGDENSBURG,3153937836,K-1,11,0,0,0,0,0,0,2,18,8,0,13,0,0,,33,1,0,0,0,0,0,0,1
512300010004,MADILL SCHOOL,2014,51230001,OGDENSBURG CITY SD,PAULA SCOTT,800 JEFFERSON AVE,OGDENSBURG,3153937729,"K-6, UE",25,0,0,0,0,1,4,5,20,41,0,62,0,0,0,8,1,0,0,0,0,0,1,0
512300010009,OGDENSBURG FREE ACADEMY,2014,51230001,OGDENSBURG CITY SD,CYNTHIA TUTTLE,1100 STATE ST,OGDENSBURG,3153930900,7-12,59,0,0,1,2,0,0,27,46,214,1,309,12,4,50,11,2,1,0,0,0,1,2,0
510201060000,CANTON CENTRAL SCHOOL DISTRICT,2015,51020106,CANTON CSD,WILLIAM GREGORY,99 STATE ST,CANTON,3153868561,"PK-12, UE, US",94,0,0,1,1,7,7,9,10,229,0,400,7,2,33,12,9,0,34,2,0,0,3,0
510201060001,F S BANFORD ELEMENTARY SCHOOL,2015,51020106,CANTON CSD,JOSEPH MCDONOUGH,99 STATE ST,CANTON,3153868561,PK-4,30,0,0,0,0,1,3,3,10,42,0,67,0,0,,,1,0,0,0,0,0,1,0
512404040000,HEUVELTON CENTRAL SCHOOL DISTRICT,2014,51240404,HEUVELTON CSD,SUSAN TODD,87 WASHINGTON ST,HEUVELTON,3153442414,PK-12,43,0,0,2,5,5,12,5,12,112,0,161,3,2,0,9,4,0,7,0,0,0,1,0
512404040001,HEUVELTON CENTRAL SCHOOL,2014,51240404,HEUVELTON CSD,JESSE COBURN,87 WASHINGTON ST,HEUVELTON,3153442414,PK-12,43,0,0,2,5,5,12,5,12,112,0,161,3,2,0,9,4,0,0,0,0,0,1,0
510201060003,H C WILLIAMS SENIOR HIGH SCHOOL,2015,51020106,CANTON CSD,HENRY DOMINY,99 STATE ST,CANTON,3153868561,"9-12, US",18,0,0,0,0,1,6,2,11,57,0,81,0,0,,,2,0,0,0,0,0,1,0
510201060004,J M MCKENNEY MIDDLE SCHOOL,2015,51020106,CANTON CSD,VIOLA SCHMID-DOYLE,99 STATE ST,CANTON,3153868561,"5-8, UE",19,0,0,1,5,1,5,0,0,48,0,98,5,5,,,1,0,0,0,0,0,1,0
510401040000,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,2015,51040104,CLIFTON-FINE CSD,REGINA YEO,11 HALL AVE,STAR LAKE,3158483333,PK-12,34,0,0,1,3,3,9,15,44,94,0,180,7,4,33,17,2,1,8,0,0,0,1,0
512501040000,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,2014,51250104,PARISHVILLE-HOPKINTON CSD,DARIN SAIFF,12 COUNTY RT 47,PARISHVILLE,3152654642,PK-12,41,0,0,0,0,2,5,7,17,107,1,161,3,2,0,2,3,0,8,2,0,0,0,2
512501040002,PARISHVILLE-HOPKINTON ELEMENTARY SCHOOL,2014,51250104,PARISHVILLE-HOPKINTON CSD,BROOKE REID,12 COUNTY RT 47,PARISHVILLE,3152654642,PK-6,17,0,0,0,0,2,12,2,12,30,0,37,0,0,0,6,0,0,0,0,0,0,1,0
512501040004,PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL,2014,51250104,PARISHVILLE-HOPKINTON CSD,ROBERT STEWART,12 COUNTY RT 47,PARISHVILLE,3152654642,7-12,16,0,0,0,0,0,0,4,25,48,2,85,3,4,0,0,1,0,0,0,0,0,1,0
510401040001,CLIFTON-FINE JUNIOR-SENIOR HIGH SCHOOL,2015,51040104,CLIFTON-FINE CSD,SUSAN SHENE,11 HALL AVE,STAR LAKE,3158483333,7-12,13,0,0,0,0,1,8,8,62,50,0,77,5,6,,,0,0,0,0,0,0,1,0
510401040002,CLIFTON-FINE ELEMENTARY SCHOOL,2015,51040104,CLIFTON-FINE CSD,SUSAN SHENE,11 HALL AVE,STAR LAKE,3158483333,PK-6,14,0,0,0,0,0,0,6,43,25,0,60,0,0,,,0,0,0,0,0,0,1,0
512902060000,POTSDAM CENTRAL SCHOOL DISTRICT,2014,51290206,POTSDAM CSD,PATRICK BRADY,29 LEROY ST,POTSDAM,3152652000,"PK-12, UE",102,0,0,5,5,7,7,32,31,253,3,373,22,6,17,9,11,0,31,1,0,0,3,0
512902060002,LAWRENCE AVENUE ELEMENTARY SCHOOL,2014,51290206,POTSDAM CSD,LARRY JENNE,29 LEROY ST,POTSDAM,3152652000,PK-4,35,0,0,0,0,4,11,6,17,32,0,47,0,0,25,11,2,0,0,0,0,0,1,0
510501040000,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,2015,51050104,COLTON-PIERREPONT CSD,JOSEPH KARDASH,4921 STATE HWY 56,COLTON,3152622100,PK-12,37,0,0,1,3,2,5,2,5,127,3,162,9,6,0,18,2,0,9,0,0,0,1,0
510501040001,COLTON-PIERREPONT CENTRAL SCHOOL,2015,51050104,COLTON-PIERREPONT CSD,JAMES NEE,4921 STATE HWY 56,COLTON,3152622100,PK-12,30,0,0,0,0,2,7,2,7,97,0,124,3,2,,,2,0,0,0,0,0,1,0
511101060000,GOUVERNEUR CENTRAL SCHOOL DISTRICT,2015,51110106,GOUVERNEUR CSD,LAUREN FRENCH,133 E BARNEY ST,GOUVERNEUR,3152874870,"PK-12, UE, US",122,0,0,4,3,8,7,5,4,295,1,498,21,4,11,4,20,0,40,0,1,0,4,0
512902060003,POTSDAM SENIOR HIGH SCHOOL,2014,51290206,POTSDAM CSD,JOANN CHAMBERS,29 LEROY ST,POTSDAM,3152652000,9-12,29,0,0,2,7,1,3,10,34,95,4,139,8,6,0,7,3,0,0,0,0,0,1,0
512902060004,A A KINGSTON MIDDLE SCHOOL,2014,51290206,POTSDAM CSD,MARK BENNETT,29 LEROY ST,POTSDAM,3152652000,"5-8, UE",25,0,0,1,4,1,4,10,40,83,2,120,10,8,0,4,2,0,0,0,0,0,1,0
513102040000,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,2014,51310204,EDWARDS-KNOX CSD,SUZANNE KELLY,2512 COUNTY HWY 24,RUSSELL,3155628141,"PK-12, UE, US",51,0,0,0,0,3,6,5,10,115,1,216,3,1,14,13,7,0,18,0,0,0,2,0
511101060005,GOUVERNEUR JUNIOR-SENIOR HIGH SCHOOL,2015,51110106,GOUVERNEUR CSD,CORY WOOD,113 E BARNEY ST,GOUVERNEUR,3152871900,"6-12, UE, US",65,0,0,3,5,2,3,3,5,242,1,371,17,5,,,8,0,0,0,1,0,2,0
511101060006,EAST SIDE ELEMENTARY SCHOOL,2015,51110106,GOUVERNEUR CSD,VICTORIA DAY,111 GLEASON ST,GOUVERNEUR,3152872260,PK-5,33,0,0,0,0,3,9,2,6,25,0,71,1,1,,,2,0,0,0,0,0,1,0
513102040001,EDWARDS-KNOX ELEMENTARY SCHOOL,2014,51310204,EDWARDS-KNOX CSD,LURA HUGHES,2512 COUNTY HWY 24,RUSSELL,3155628132,"PK-6, UE",27,0,0,0,0,1,4,0,0,42,0,83,0,0,25,7,5,0,0,0,0,0,1,0
513102040002,EDWARDS-KNOX JUNIOR-SENIOR HIGH SCHOOL,2014,51310204,EDWARDS-KNOX CSD,AMY SYKES,2512 COUNTY HWY 24,RUSSELL,3155628131,"7-12, US",24,0,0,0,0,2,8,5,21,73,1,133,3,2,0,19,0,2,0,0,0,0,1,0
511101060007,WEST SIDE ELEMENTARY SCHOOL,2015,51110106,GOUVERNEUR CSD,CHARITY ZAWATSKI,25 WILSON ST,GOUVERNEUR,3152873200,"PK-5, UE",20,0,0,0,0,3,15,0,0,15,0,41,1,2,,,2,0,0,0,0,0,1,0
511201040000,HAMMOND CENTRAL SCHOOL DISTRICT,2015,51120104,HAMMOND CSD,KAREN CARSWELL,51 S MAIN ST,HAMMOND,3153245931,PK-12,28,0,0,0,0,4,14,10,36,70,0,98,3,3,33,16,1,0,7,0,0,0,1,0
511201040001,HAMMOND CENTRAL SCHOOL,2015,51120104,HAMMOND CSD,KATHLEEN CRUIKSHANK,51 S MAIN ST,HAMMOND,3153245931,PK-12,26,0,0,0,0,4,15,8,31,69,0,95,3,3,,,0,0,0,0,0,0,1,0
520101060000,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,2014,52010106,BURNT HILLS-BALLSTON LAKE CSD,PATRICK MCGRATH,50 CYPRESS DR,SCOTIA,5183999141,"K-12, UE, US",269,0,0,2,1,7,3,43,16,619,0,935,15,2,12,7,33,3,99,4,3,0,5,0
520101060001,FRANCIS L STEVENS ELEMENTARY SCHOOL,2014,52010106,BURNT HILLS-BALLSTON LAKE CSD,RICHARD EVANS,25 LAKEHILL RD,BALLSTON LAKE,5183999141,K-5,36,0,0,1,3,2,6,6,17,32,0,56,7,13,50,11,5,0,0,0,0,0,1,0
520101060002,CHARLTON HEIGHTS ELEMENTARY SCHOOL,2014,52010106,BURNT HILLS-BALLSTON LAKE CSD,TIMOTHY SINNENBERG,170 STAGE RD,BALLSTON LAKE,5183999141,"K-5, UE",36,0,0,0,0,2,6,6,17,41,0,67,0,0,0,0,4,2,0,0,0,0,1,0
511301040000,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,2015,51130104,HERMON-DEKALB CSD,ANN ADAMS,709 E DEKALB RD,DE KALB JUNCTION,3153473442,PK-12,34,0,0,1,3,0,0,12,35,84,0,142,4,3,0,0,5,0,8,2,0,0,1,0
511301040002,HERMON-DEKALB CENTRAL SCHOOL,2015,51130104,HERMON-DEKALB CSD,MARK WHITE,709 E DEKALB RD,DEKALB JUNCTION,3153473442,PK-12,34,0,0,1,3,0,0,12,35,84,0,142,4,3,,,5,0,0,0,0,0,1,0
520101060004,PASHLEY ELEMENTARY SCHOOL,2014,52010106,BURNT HILLS-BALLSTON LAKE CSD,JILL BONACIO,30 PASHLEY RD,SCOTIA,5183999141,"K-5, UE",34,0,0,0,0,1,3,2,6,39,0,70,0,0,,9,1,0,0,0,0,0,1,0
520101060005,RICHARD H O'ROURKE MIDDLE SCHOOL,2014,52010106,BURNT HILLS-BALLSTON LAKE CSD,COLLEEN WOLFF,173 LAKEHILL RD,BURNT HILLS,5183999141,"6-8, UE, US",68,0,0,0,0,1,1,13,19,217,0,289,2,1,9,10,6,0,0,0,1,0,1,0
520101060006,BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL,2014,52010106,BURNT HILLS-BALLSTON LAKE CSD,TIMOTHY BRUNSON,88 LAKEHILL RD,BURNT HILLS,5183999141,"9-12, US",94,0,0,1,1,1,1,16,17,288,0,451,6,1,0,4,8,3,0,0,2,0,1,0
511602040000,LISBON CENTRAL SCHOOL DISTRICT,2015,51160204,LISBON CSD,ERIN WOODS,6866 COUNTY RT 10,LISBON,3153934951,PK-12,47,0,0,3,6,4,9,8,17,120,6,174,9,5,33,11,3,1,7,0,0,0,1,0
511602040002,LISBON CENTRAL SCHOOL,2015,51160204,LISBON CSD,PATRICK FARRAND,6866 COUNTY RT 10,LISBON,3153934951,PK-12,47,0,0,3,6,4,9,8,17,120,6,174,9,5,,,3,1,0,0,0,0,1,0
520302060000,SHENENDEHOWA CENTRAL SCHOOL DISTRICT,2014,52030206,SHENENDEHOWA CSD,L OLIVER ROBINSON,5 CHELSEA PL,CLIFTON PARK,5188810610,"K-12, UE, US",644,0,0,1,0,20,3,66,10,1617,0,2517,10,0,39,13,90,0,8,258,11,0,12,0
520302060001,SHENENDEHOWA HIGH SCHOOL,2014,52030206,SHENENDEHOWA CSD,DONALD FLYNT,970 RT 146,CLIFTON PARK,5188810310,"9-12, US",183,0,0,0,0,7,4,33,18,624,0,920,1,0,32,12,23,0,0,0,8,0,1,0
520302060002,SKANO ELEMENTARY SCHOOL,2014,52030206,SHENENDEHOWA CSD,JILL GOULD,970 RT 146,CLIFTON PARK,5188810560,K-5,29,0,0,0,0,0,0,4,14,32,0,71,0,0,,13,3,0,0,0,0,0,1,0
511901040000,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,2015,51190104,MADRID-WADDINGTON CSD,LYNN ROY,2582 STATE HWY 345,MADRID,3153225746,PK-12,58,0,0,2,3,4,7,16,28,150,0,214,4,2,13,5,6,0,9,1,0,0,2,0
511901040001,MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL,2015,51190104,MADRID-WADDINGTON CSD,ERIC BURKE,2582 STATE HWY 345,MADRID,3153225746,6-12,27,0,0,1,4,3,11,8,30,106,0,148,2,1,,,2,0,0,0,0,0,1,0
520302060003,ARONGEN ELEMENTARY SCHOOL,2014,52030206,SHENENDEHOWA CSD,BENJAMIN ROBERTS,489 CLIFTON PK CTR RD,CLIFTON PARK,5188810510,K-5,42,0,0,0,0,3,7,2,5,42,0,80,0,0,33,16,3,0,0,0,0,0,1,0
520302060004,OKTE ELEMENTARY SCHOOL,2014,52030206,SHENENDEHOWA CSD,LISA MICKLE,1581 CRESCENT RD,CLIFTON PARK,5188810540,"K-5, UE",34,0,0,0,0,0,0,2,6,41,0,80,1,1,,19,3,0,0,0,0,0,1,0
511901040004,MADRID-WADDINGTON ELEMENTARY SCHOOL,2015,51190104,MADRID-WADDINGTON CSD,MATTHEW DALEY,2582 STATE HWY 345,MADRID,3153225634,PK-5,27,0,0,1,4,1,4,7,26,28,0,44,2,5,,,0,0,0,0,0,0,1,0
512001060000,MASSENA CENTRAL SCHOOL DISTRICT,2015,51200106,MASSENA CSD,WILLIAM FLYNN,84 NIGHTENGALE AVE,MASSENA,3157643700,"PK-12, UE, US",199,0,0,3,2,7,4,25,13,542,1,818,15,2,13,7,17,0,64,0,2,0,5,0
512001060001,JEFFERSON ELEMENTARY SCHOOL,2015,51200106,MASSENA CSD,DUANE RICHARDS,75 BAILEY RD,MASSENA,3157643730,"PK-6, UE",25,0,0,0,0,1,4,4,16,59,0,74,0,0,,,3,0,0,0,0,0,1,0
520302060005,TESAGO ELEMENTARY SCHOOL,2014,52030206,SHENENDEHOWA CSD,GREGORY PACE,970 RT 146,CLIFTON PARK,5188810570,K-5,27,0,0,0,0,0,0,2,7,45,0,73,0,0,50,17,3,0,0,0,0,0,1,0
520302060006,ORENDA ELEMENTARY SCHOOL,2014,52030206,SHENENDEHOWA CSD,MICHAEL SMITH,970 RT 146,CLIFTON PARK,5188810550,K-5,38,0,0,0,0,1,3,1,3,43,0,75,0,0,50,11,3,0,0,0,0,0,1,0
520302060007,KARIGON ELEMENTARY SCHOOL,2014,52030206,SHENENDEHOWA CSD,GREGORY WING,970 RT 146,CLIFTON PARK,5188810530,"K-5, UE",31,0,0,0,0,0,0,0,0,34,0,69,0,0,0,10,3,0,0,0,0,0,1,0
512001060004,MADISON ELEMENTARY SCHOOL,2015,51200106,MASSENA CSD,ALAN OLIVER,25 OWL AVE,MASSENA,3157643740,PK-6,31,0,0,0,0,0,0,3,10,61,0,98,0,0,,,5,0,0,0,0,0,1,0
512001060005,NIGHTENGALE ELEMENTARY SCHOOL,2015,51200106,MASSENA CSD,AMY HORNUNG,84 NIGHTENGALE AVE,MASSENA,3157643750,"PK-6, UE",30,0,0,1,3,5,17,1,3,48,0,81,3,4,,,2,0,0,0,0,0,1,0
520302060008,KODA MIDDLE SCHOOL,2014,52030206,SHENENDEHOWA CSD,SEAN GNAT,970 RT 146,CLIFTON PARK,5188810470,6-8,37,0,0,0,0,1,3,1,3,138,0,189,1,1,75,24,5,0,0,0,1,0,1,0
520302060009,GOWANA MIDDLE SCHOOL,2014,52030206,SHENENDEHOWA CSD,ROBIN GAWRYS,970 RT 146,CLIFTON PARK,5188810460,6-8,51,0,0,1,2,1,2,4,8,188,0,258,5,2,,10,5,0,0,0,1,0,1,0
512001060008,MASSENA SENIOR HIGH SCHOOL,2015,51200106,MASSENA CSD,STEVEN BARLOW,84 NIGHTENGALE AVE,MASSENA,3157643710,"9-12, US",57,0,0,1,2,1,2,9,16,221,2,309,7,2,,,5,0,0,0,1,0,2,0
512001060009,J WILLIAM LEARY JUNIOR HIGH SCHOOL,2015,51200106,MASSENA CSD,BURTON PECK,1 SCHOOL ST,MASSENA,3157643720,"7-8, US",36,0,0,1,3,0,0,4,11,106,3,184,4,2,,,3,0,0,0,1,0,1,0
512101040000,MORRISTOWN CENTRAL SCHOOL DISTRICT,2015,51210104,MORRISTOWN CSD,JOHN SLATTERY,408 GOUVERNEUR ST,MORRISTOWN,3153758814,PK-12,35,0,0,0,0,3,9,4,11,98,0,156,1,1,17,12,2,0,10,0,0,0,1,0
520302060010,CHANGO ELEMENTARY SCHOOL,2014,52030206,SHENENDEHOWA CSD,KARIN SKARKA,CHANGO DR,BALLSTON LAKE,5188810520,"K-5, UE",30,0,0,0,0,1,3,3,10,33,0,65,0,0,67,12,3,0,0,0,0,0,1,0
520302060011,ACADIA MIDDLE SCHOOL,2014,52030206,SHENENDEHOWA CSD,JONATHAN BURNS,970 RT 146,CLIFTON PARK,5188810450,"6-8, UE, US",51,0,0,0,0,3,6,5,10,206,0,255,1,0,25,16,5,0,0,0,1,0,1,0
520302060013,SHATEKON ELEMENTARY SCHOOL,2014,52030206,SHENENDEHOWA CSD,ERICA RYAN,35 MAXWELL RD,CLIFTON PARK,5188810580,K-5,36,0,0,0,0,0,0,4,11,40,0,95,0,0,,6,3,0,0,0,0,0,1,0
512101040001,MORRISTOWN CENTRAL SCHOOL,2015,51210104,MORRISTOWN CSD,DOUGLAS MCQUEER,408 GOUVERNEUR ST,MORRISTOWN,3153758814,PK-12,33,0,0,0,0,3,9,3,9,95,0,149,0,0,,,2,0,0,0,0,0,1,0
512201040000,NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,2015,51220104,NORWOOD-NORFOLK CSD,JAMES CRUIKSHANK,7852 STATE HWY 56,NORWOOD,3153536631,"PK-12, US",80,0,0,0,0,5,6,6,8,189,0,295,1,0,0,8,11,0,30,0,0,0,4,0
520401040000,CORINTH CENTRAL SCHOOL DISTRICT,2014,52040104,CORINTH CSD,DANIEL STARR,105 OAK ST,CORINTH,5186542601,"PK-12, UE, US",99,0,0,1,1,1,1,10,10,204,1,328,7,2,25,7,9,0,27,2,0,0,3,0
520401040007,CORINTH HIGH SCHOOL,2014,52040104,CORINTH CSD,BRIAN TESTANI,105 OAK ST,CORINTH,5186549005,"9-12, US",32,0,0,1,3,0,0,2,6,105,3,148,4,3,0,3,6,0,0,0,0,0,1,0
512201040001,NORWOOD-NORFOLK SCHOOL,2015,51220104,NORWOOD-NORFOLK CSD,ROBIN FETTER,7852 STATE HWY 56,NORWOOD,3153536631,"9-12, US",18,0,0,0,0,3,17,2,11,54,0,90,1,1,,,1,0,0,0,0,0,1,0
512201040002,NORWOOD-NORFOLK ELEMENTARY SCHOOL,2015,51220104,NORWOOD-NORFOLK CSD,REBECCA KINGSLEY,7852 STATE HWY 56,NORWOOD,3153536674,PK-4,28,0,0,0,0,2,7,2,7,25,0,29,0,0,,,1,0,0,0,0,0,1,0
512201040003,NORWOOD-NORFOLK MIDDLE SCHOOL,2015,51220104,NORWOOD-NORFOLK CSD,JON SOVAY,7852 STATE HWY 56,NORWOOD,3153536631,5-8,13,0,0,0,0,0,0,1,8,36,0,61,0,0,,,1,0,0,0,0,0,1,0
520401040008,CORINTH MIDDLE SCHOOL,2014,52040104,CORINTH CSD,LISA MEADE,105 OAK ST,CORINTH,5186549005,"6-8, UE",25,0,0,0,0,1,4,3,12,35,0,70,2,3,33,17,2,0,0,0,0,0,1,0
520401040009,CORINTH ELEMENTARY SCHOOL,2014,52040104,CORINTH CSD,JENNIFER ROSS-STEIMLE,356 CENTER ST,CORINTH,5186542960,"K-5, UE",38,0,0,0,0,0,0,4,11,46,0,88,1,1,,3,0,0,0,0,0,0,1,0
520601080000,EDINBURG COMMON SCHOOL DISTRICT,2014,52060108,EDINBURG COMN SD,RANDY TEETZ,4 JOHNSON RD,EDINBURG,5188638412,"PK-6, 9-10, 12",11,0,0,0,0,0,0,1,9,10,0,16,0,0,0,0,1,1,2,1,0,0,1,0
512300010000,OGDENSBURG CITY SCHOOL DISTRICT,2015,51230001,OGDENSBURG CITY SD,TIMOTHY VERNSEY,1100 STATE ST,OGDENSBURG,3153930900,"PK-12, UE, US",137,1,1,3,2,2,1,52,38,328,1,455,17,4,0,4,10,0,57,1,1,1,4,0
512300010002,JOHN F KENNEDY SCHOOL,2015,51230001,OGDENSBURG CITY SD,SUSAN JACOBS,801-809 PARK ST,OGDENSBURG,3153934264,"PK-6, UE, US",51,0,0,0,0,1,2,18,35,50,0,75,1,1,,,3,0,0,0,1,0,1,0
520601080001,EDINBURG COMMON SCHOOL,2014,52060108,EDINBURG COMN SD,RANDY TEETZ,4 JOHNSON RD,EDINBURG,5188638412,"PK-6, 9-10, 12",11,0,0,0,0,0,0,1,9,10,0,16,0,0,0,0,1,1,0,0,0,0,1,0
