"COUNTY_NAME","ENTITY_CD","ENTITY_NAME","DISTRICT_NAME","PROF_LEVEL","PER_FREE_LUNCH","PER_REDUCED_LUNCH","PER_LEP","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_ECDIS","PER_SUSPENSIONS","MEAN_CLASS_SIZE","MEAN_ENROLL","PER_NOT_HQ","STUD_TEACH_RATIO","PER_HS_DEGREE","MEAN_INC","EXP_PER_ST","MEAN_TEACH_SCORE","CHARTER","VIOL_CRIME_PER_CITIZEN","PROP_CRIME_PER_CITIZEN","TOTAL_DIST_POP"
"QUEENS","343000010300","30TH AVENUE SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #30","Proficient",22,3.5,3.5,1.5,6,7,44.5,31,10,9,50.5,26,0,23,126,16.5,12,24.452,118770.594,206427468.254,83.778,0,0.00464932850969108,0.0126289441911748,8461961
"ONEIDA","411501060003","HUGHES ELEMENTARY SCHOOL","NEW HARTFORD CENTRAL SCHOOL DISTRICT","Proficient",6.667,1.667,0,0,1,4.333,6.667,85.667,2.667,7,49.333,9,0,20,426.667,0,12.929,29.073,169914.386,105771.094,93.077,0,0.00259900883800428,0.0207680217128035,17543
"NASSAU","280214030003","OGDEN ELEMENTARY SCHOOL","HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT","Proficient",18.333,7.333,5,0.667,10.333,11,14.333,60.667,3.333,12,47.667,27,0,20.667,376.333,0,12.977,29.489,126747.744,262883.968,94.462,0,0.00141715697438313,0.0106720145400836,19272
"WESTCHESTER","662300860862","CHARTER SCHOOL OF EDUCATIONAL EXCELLENCE",NA,"Proficient",72.333,10,8.333,0,50.667,44.667,1,1.333,2,6.667,51,83.333,5,24.467,585.333,0,15.138,32.484,112410.118,35550.683,91.171,1,0.00217533730418714,0.0107248132278337,7709898.02907717
"WESTCHESTER","661402020001","TODD ELEMENTARY SCHOOL","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT","Proficient",0.333,0,1,0,2,8,14.333,73.667,2,7,45,0.667,0,21.667,508,0,12,30.6,251659,102525.591,91.854,0,0.00217533730418714,0.0107248132278337,7636
"QUEENS","342500011281","EAST-WEST SCHOOL OF INTERNATIONAL STUDIES","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",69,15,10.667,0,11,16,67.333,4.333,1,14,48,83.667,0,30.667,661.333,21,13.589,23.502,153076.078,39329426.915,85.595,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","581004020001","FISHERS ISLAND SCHOOL","FISHERS ISLAND UNION FREE SCHOOL DISTRICT","Proficient",0,0,0,0,0,1.667,1,96.667,0,15.333,52.333,0,6,7.829,68,8,4.857,36.4,168840,53058.824,96.125,0,0.00122526082516204,0.0147749527744588,303
"RICHMOND","353100010035","PS 35 CLOVE VALLEY SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #31","Proficient",31.667,6.667,2.667,1,8.667,23.667,6,59,2,21.333,45.333,38.667,0,24.667,303,0,13.773,29.636,115226.695,85841125.413,90.864,0,0.00350288597239946,0.0117805139819658,8461961
"QUEENS","342600010162","PS 162 JOHN GOLDEN","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",44,15.667,12,0,2,10.333,69.667,16.333,1.667,13.667,45.667,59.333,0,29.333,603.667,0,14.724,20.727,150912.69,43086462.176,94.131,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","332000010105","PS 105 BLYTHEBOURNE (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",70,0.667,52.667,0,0,4,92.667,3,0,8.667,48,70.667,0,25.333,1463.667,0.333,15.247,27.98,135811.836,17770344.568,86.635,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","343000010069","PS 69 JACKSON HEIGHTS","NEW YORK CITY GEOGRAPHIC DISTRICT #30","Proficient",50.333,2.333,18.667,0.667,0.667,41.333,48,8.333,0.667,10,49.667,52.333,0,28.333,943.667,0,15.22,19.436,80969.632,27562551.395,86,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331700010249","PS 249 CATON (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Proficient",67.667,1.333,25,0.333,40.667,49.667,5.667,3.667,0,18,49,69,0,26.333,709,4.667,13.294,26.326,155860.922,36685276.446,78.942,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331900860993","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL",NA,"Proficient",71,8,3,2.333,71.667,25.333,0.667,0,0.667,12.667,54,89.333,5,30,184.667,39.333,8.147,27.55,197670.609,112684.116,85.942,1,0.00627668927886969,0.014459509017006,5172234.85455972
"QUEENS","342600010098","PS 98 DOUGLASTON SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",16,5.333,2.667,1.667,4,15,27.667,47.667,5,12.333,50,21.667,0,20.667,169.667,0,9.788,29.141,143743.23,153299770.138,92.905,0,0.00464932850969108,0.0126289441911748,8461961
"FULTON","170600010006","JOHNSTOWN SENIOR HIGH SCHOOL","JOHNSTOWN CITY SCHOOL DISTRICT","Proficient",34.333,9.333,0,0,2,2.333,1.333,93,0.667,12.333,49,45.667,6.667,18.472,596.333,0,12.779,44.346,125780.833,47981.554,96.225,0,0.00189697405013168,0.0222995745621305,11230
"STEUBEN","573002040004","COHOCTON ELEMENTARY SCHOOL","WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT","Proficient",50.333,12.667,0,0,1.333,2,0,96.667,0.667,7,48,65.667,1,17,144,0,7.714,17.956,11153.536,190041.667,85.111,0,0.00159142545669428,0.0135444366333507,9071
"WESTCHESTER","660803020002","LITTLE SCHOOL","HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT","Proficient",25.667,1,2.667,3.333,44.333,44.333,0,8,1,100,14.667,36.333,42.333,22.433,30,6.667,7.5,29.368,102500.358,695766.667,84.478,0,0.00217533730418714,0.0107248132278337,2786295.7022071
"NASSAU","280203030006","PARKWAY SCHOOL","EAST MEADOW UNION FREE SCHOOL DISTRICT","Proficient",15,6.333,3,0,3,16.667,18.333,61,1,8.333,55,23.333,0.333,23,431.667,0,13.925,26.5,118650,421674.903,92.694,0,0.00141715697438313,0.0106720145400836,51767
"FULTON","170600010004","PLEASANT AVENUE SCHOOL","JOHNSTOWN CITY SCHOOL DISTRICT","Proficient",40,10,0,0,0.667,2.667,0,95,1,8.667,48,53.333,1.333,20.667,158.333,0,8.796,22.683,102938.278,180713.684,93.787,0,0.00189697405013168,0.0222995745621305,11230
"ERIE","142500010007","RIVERVIEW ELEMENTARY SCHOOL","TONAWANDA CITY SCHOOL DISTRICT","Proficient",41.333,5.667,0.333,0,2.667,7.333,0.333,86,4.333,4.667,48.333,54,1,19.333,197.667,0,10.981,31.039,42237.422,179043.845,93.273,0,0.0041347794072196,0.0247089073220775,14991
"NASSAU","280502060003","BERRY HILL ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2,0,2.667,0,0.667,2.333,22.333,73.333,1.333,11.333,50.333,3.667,0.333,21.667,341.333,0,10.449,22.287,132100.061,601825.195,93.406,0,0.00141715697438313,0.0106720145400836,34149
"KINGS","332000010160","PS 160 WILLIAM T SAMPSON","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",68.667,0.333,69.333,0,1,11,83.667,4.667,0,9.333,47.333,69.333,0,26.667,1103.667,2.667,12.637,14.365,132105.254,23566772.274,86.855,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280409030002","DENTON AVENUE SCHOOL","HERRICKS UNION FREE SCHOOL DISTRICT","Proficient",4,1.667,7.333,0,0.333,8.333,63.667,26,1.333,10,50,6.667,0,21.667,525.667,0,11.184,15.268,20079.574,197134.432,94.34,0,0.00141715697438313,0.0106720145400836,25367
"NASSAU","280208030005","ROOSEVELT HIGH SCHOOL","ROOSEVELT UNION FREE SCHOOL DISTRICT","Proficient",40.667,6.667,19.333,0,58.667,41.333,0,0,0,11.667,48,67.667,7.333,23.194,924,5,14.215,24.884,240118.134,97661.255,82,0,0.00141715697438313,0.0106720145400836,18211
"QUEENS","342600010133","PS 133","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",51.333,11.667,8.667,1.333,6.333,17.333,61,13,1.333,22.667,47,63,0,28.667,333.333,8.667,10.309,21.23,88548.345,78029583,88.208,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","332200010234","JHS 234 ARTHUR W CUNNINGHAM","NEW YORK CITY GEOGRAPHIC DISTRICT #22","Proficient",54.333,9.667,8.667,0.333,16.667,11.667,26,44,0.333,11.667,47.667,64,1,33.75,1921,4.333,18.895,18.176,207219.653,13539750.651,83.637,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331400861021","BEGINNING WITH CHILDREN CHARTER SCHOOL II",NA,"Proficient",78.333,7.667,18.667,1,35,60.333,2,1.333,0.667,14,52.667,92,2.333,25,149.667,11.333,8.164,21.331,74292.047,139035.635,86.898,1,0.00627668927886969,0.014459509017006,4112957.93920637
"HERKIMER","211003040004","DOLGEVILLE MIDDLE SCHOOL","DOLGEVILLE CENTRAL SCHOOL DISTRICT","Proficient",50,10.667,0,0,0.333,0,0,99.667,0,17,50.333,62.667,4.333,16.833,276,0,11.662,17.384,100307.689,60576.087,93.28,0,0.00191950659240379,0.0154504547027912,5848
"NASSAU","280203030012","MEADOWBROOK ELEMENTARY SCHOOL","EAST MEADOW UNION FREE SCHOOL DISTRICT","Proficient",17.333,4.667,9.333,0,2.333,24.667,20.667,51.333,1,18.667,47.333,22.667,1,23,358,0,11.674,26.5,118650,508444.134,85.07,0,0.00141715697438313,0.0106720145400836,51767
"QUEENS","342500010079","PS 79 FRANCIS LEWIS","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",38,13.667,7.333,1,1,19,43.667,35.333,1,14.667,47.667,51.667,0,28,820.333,1.333,14.737,29.934,181617.88,31706453.881,92.207,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280409030001","CENTER STREET SCHOOL","HERRICKS UNION FREE SCHOOL DISTRICT","Proficient",4.333,1.667,8.333,0,1,3.667,55,38.333,2.333,14.333,46,7,0,22.333,424.667,0,10.192,22.192,146344.142,244019.623,81.198,0,0.00141715697438313,0.0106720145400836,25367
"SUFFOLK","580603020001","LITTLE FLOWER SCHOOL","LITTLE FLOWER UNION FREE SCHOOL DISTRICT","Proficient",31,0.333,1.667,0.333,39.333,14.333,1.333,42.667,2,87.667,37.333,31.333,10.333,21.381,74.333,0,3.279,28.002,142578.103,90766.816,89.818,0,0.00122526082516204,0.0147749527744588,94758.0781418565
"KINGS","332000010176","PS 176 OVINGTON","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",79,6.333,23,0,0.667,20.667,61.333,17.333,0,12.667,49.333,85.333,0,28.333,1213.333,0,14.219,28.446,179904.505,21436698.626,92.62,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580302080001","WAINSCOTT SCHOOL","WAINSCOTT COMMON SCHOOL DISTRICT","Proficient",25.667,0,29.667,0,0,53.667,5.667,33,8,14,65.333,30.333,0,6,12.333,0,1.85,37.489,117632.375,189243.243,91.293,0,0.00122526082516204,0.0147749527744588,600
"WESTCHESTER","661004060003","ROBERT E BELL SCHOOL","CHAPPAQUA CENTRAL SCHOOL DISTRICT","Proficient",2.333,0.333,0,0,1,4.667,11.333,77.667,5.667,8.667,48.333,3.667,0,22,635,1.333,12.057,20.334,53440.211,186291.339,95.295,0,0.00217533730418714,0.0107248132278337,16627
"NASSAU","280517030002","DUTCH LANE SCHOOL","HICKSVILLE UNION FREE SCHOOL DISTRICT","Proficient",25.667,4.667,10.667,1,1,25,33,38.667,1.333,22,45,33,0,18,189,0,8.463,27.305,84534.625,638005.291,92.862,0,0.00141715697438313,0.0106720145400836,41387
"QUEENS","342400010007","PS 7 LOUIS F SIMEONE","NEW YORK CITY GEOGRAPHIC DISTRICT #24","Proficient",79,9.333,58,0,0.333,35.333,62,1.667,0,13.667,47,88.333,0,26,792.333,1,11.16,28.841,59972.717,32826917.543,88.81,0,0.00464932850969108,0.0126289441911748,8461961
"WESTCHESTER","661402020004","BRIARCLIFF MIDDLE SCHOOL","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT","Proficient",0,0.333,0,0,1,5,11,82.333,0.667,8,46.333,0.333,0.667,20.833,352.333,2.333,13.38,30.6,251659,147823.084,98.886,0,0.00217533730418714,0.0107248132278337,7636
"NASSAU","280207020004","REINHARD EARLY CHILDHOOD CENTER","BELLMORE UNION FREE SCHOOL DISTRICT","Proficient",4.667,0,3.333,0,1.333,8,6,83.667,1,10.667,48,5.333,0,19.667,277.333,0,7.363,27.911,58550.368,103334.135,90.353,0,0.00141715697438313,0.0106720145400836,4209001.74941636
"NASSAU","280409030001","CENTER STREET SCHOOL","HERRICKS UNION FREE SCHOOL DISTRICT","Proficient",4.333,1.667,8.333,0,1,3.667,55,38.333,2.333,14.333,46,7,0,22.333,424.667,0,10.192,22.192,146344.142,244019.623,81.198,0,0.00141715697438313,0.0106720145400836,25367
"KINGS","332000010686","BROOKLYN SCHOOL OF INQUIRY","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",15,5,5.333,0,5,4.333,17,72.667,1,8.667,52.333,20.333,0,33,390.667,3,16.986,45.319,87964.024,66578142.491,89.12,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280406030004","SHELTER ROCK ELEMENTARY SCHOOL","MANHASSET UNION FREE SCHOOL DISTRICT","Proficient",5,1.333,4.667,0,2.333,7.333,22,66.333,2.333,12.667,46,7.333,0.333,21.667,676.333,1.333,10.352,46.203,131719.397,126873.829,91.667,0,0.00141715697438313,0.0106720145400836,15763
"NASSAU","280409030004","SEARINGTOWN SCHOOL","HERRICKS UNION FREE SCHOOL DISTRICT","Proficient",5.333,1.333,12.333,0,0,4.667,61.333,32,1.333,16.333,47.333,7.333,0,22.667,397.333,0,8.83,28.103,135803.06,260806.208,92.75,0,0.00141715697438313,0.0106720145400836,25367
"NASSAU","280517030002","DUTCH LANE SCHOOL","HICKSVILLE UNION FREE SCHOOL DISTRICT","Proficient",25.667,4.667,10.667,1,1,25,33,38.667,1.333,22,45,33,0,18,189,0,8.463,27.305,84534.625,638005.291,92.862,0,0.00141715697438313,0.0106720145400836,41387
"NASSAU","280515030006","JERICHO MIDDLE SCHOOL","JERICHO UNION FREE SCHOOL DISTRICT","Proficient",3,0,3,0,2.333,3,46.333,48,0.333,13,46.333,3,1.667,21.167,682.667,0,10.291,17.812,86003.69,153001.465,97.279,0,0.00141715697438313,0.0106720145400836,17605
"QUEENS","342600010018","PS 18 WINCHESTER","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",43.333,13,7.667,1,10,10.333,73.333,5.667,0.333,10.667,48.333,56,0,26.667,522,0.667,13.737,18.153,82343.422,49827319.923,87.98,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","580302080001","WAINSCOTT SCHOOL","WAINSCOTT COMMON SCHOOL DISTRICT","Proficient",25.667,0,29.667,0,0,53.667,5.667,33,8,14,65.333,30.333,0,6,12.333,0,1.85,37.489,117632.375,189243.243,91.293,0,0.00122526082516204,0.0147749527744588,600
"WESTCHESTER","660701030002","CHATSWORTH AVENUE SCHOOL","MAMARONECK UNION FREE SCHOOL DISTRICT","Proficient",4,0,2.333,0,2,7.667,3.667,83.333,3.333,6,50.333,5,0,22.333,538,0,12.709,26.264,95333.409,229005.576,89.902,0,0.00217533730418714,0.0107248132278337,29049
"ERIE","043011020002","RANDOLPH ACADEMYHAMBURG CAMPUS","RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT","Proficient",15.333,1.333,4.333,1.667,43,17.667,0,31,6.333,98.667,25.333,19,17.333,6.714,73.333,13,5.238,18.313,133427.721,127390.909,96.436,0,0.0041347794072196,0.0247089073220775,2528428.34116702
"KINGS","332000010686","BROOKLYN SCHOOL OF INQUIRY","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",15,5,5.333,0,5,4.333,17,72.667,1,8.667,52.333,20.333,0,33,390.667,3,16.986,45.319,87964.024,66578142.491,89.12,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331400861007","SUCCESS ACADEMY CHARTER SCHOOL-BEDFORD STUYVESANT 1",NA,"Proficient",69.667,8,3,1,71.333,24.333,1,1.667,1,12.667,49.333,61.333,7.667,27,343,3,12.549,30.827,118878.997,60667.638,96.452,1,0.00627668927886969,0.014459509017006,8476545.76933299
"QUEENS","342500010129","PS 129 PATRICIA LARKIN","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",64.333,12.333,14.333,0.667,1.333,50.667,31.667,15.667,0,17,48.333,77,0,25.333,850,0.667,11.384,15.231,90843.757,30599836.471,89.243,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280502060002","WILLITS ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",1.667,0,3.333,0,0.333,2.667,28.667,67.333,0.667,9.667,43.667,2.667,0.667,19.667,278.667,0,9.609,26.968,144053.166,737163.876,94.258,0,0.00141715697438313,0.0106720145400836,34149
"WESTCHESTER","660301030005","EASTCHESTER MIDDLE SCHOOL","EASTCHESTER UNION FREE SCHOOL DISTRICT","Proficient",0,0,4,0.333,2,11.333,12,72,2.667,14.667,48,0,1,22.333,723.667,0,14.377,11.445,198155.513,119071.396,97,0,0.00217533730418714,0.0107248132278337,18270
"KINGS","333200011554","ALL CITY LEADERSHIP SECONDARY SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #32","Proficient",78.333,11.667,2,0,11.667,77.333,6.333,4,0,7,53.333,90,0,30.222,357.667,10,22.83,37.139,188802.111,72720953.402,91.948,0,0.00627668927886969,0.014459509017006,8461961
"WESTCHESTER","661800010003","OSBORN SCHOOL","RYE CITY SCHOOL DISTRICT","Proficient",1.667,0.333,5.333,0,0.667,5,12,81.333,2,5.333,48.333,2,0,20,509,0,12.216,15.605,42215.733,161416.503,95.179,0,0.00217533730418714,0.0107248132278337,14861
"NIAGARA","400301060006","LEWISTON PORTER SENIOR HIGH SCHOOL","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","Proficient",12.333,4.333,0,1,1.333,2.333,2,93,0.667,16.333,48,18.333,2.667,20.833,731.667,0,12.912,31.582,98160.725,55306.606,86.539,0,0.0201076253172572,0.0939633382386482,18681
"KINGS","332000010259","JHS 259 WILLIAM MCKINLEY","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",70.667,7.667,12.667,0,1.333,24.667,42.333,31.667,0,12.667,46.667,78,0.333,28.333,1496.667,13,17.608,27.701,156388.035,17378526.281,90.871,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","342400010119","IS 119 GLENDALE (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #24","Proficient",56.667,13,4,0,1,31.333,23.333,43,0.333,12,50,69.667,0.333,28.133,1012.667,12.667,16.601,20.866,118501.749,25684523.7,85.322,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342700010254","PS 254-OSA PARKS SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #27","Proficient",74.333,10.333,9,0.333,6.667,73.333,12,6.333,0.333,15.667,48.333,84.667,0,28.333,521.667,2.333,12.132,29.689,18710.021,49859158.466,88.65,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342600010213","PS 213 CARL ULLMAN SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",36.667,13.667,10,0,6.333,12.333,69,10.333,2.333,11.333,49.333,51,0,26,307,14.333,10.709,31.955,106700.872,84722674.267,88.923,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280207020004","REINHARD EARLY CHILDHOOD CENTER","BELLMORE UNION FREE SCHOOL DISTRICT","Proficient",4.667,0,3.333,0,1.333,8,6,83.667,1,10.667,48,5.333,0,19.667,277.333,0,7.363,27.911,58550.368,103334.135,90.353,0,0.00141715697438313,0.0106720145400836,4209001.74941636
"KINGS","331700010249","PS 249 CATON (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Proficient",67.667,1.333,25,0.333,40.667,49.667,5.667,3.667,0,18,49,69,0,26.333,709,4.667,13.294,26.326,155860.922,36685276.446,78.942,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","332200010236","PS 236 MILL BASIN","NEW YORK CITY GEOGRAPHIC DISTRICT #22","Proficient",35.667,8,6,1,22.333,12.333,9.333,52.333,2.667,15.333,49.667,44,0,25.333,442,20.333,12.75,18.7,97156.897,58845839.367,88.7,0,0.00627668927886969,0.014459509017006,8461961
"ERIE","140801060005","SHERIDAN HILL ELEMENTARY SCHOOL","CLARENCE CENTRAL SCHOOL DISTRICT","Proficient",5.667,0.333,2.667,0,0.667,3,8,85,2.333,10.333,47.667,8,0.5,23,446.667,0,12.762,35.09,180879.37,149507.463,86.345,0,0.0041347794072196,0.0247089073220775,29067
"NASSAU","280225020002","NORMAN J LEVY LAKESIDE SCHOOL","MERRICK UNION FREE SCHOOL DISTRICT","Proficient",1,0,0.667,0,1,3,3,93.333,0,12,49.333,1.333,0,18.667,459,0,8.942,34.464,112601.469,93993.464,93.314,0,0.00141715697438313,0.0106720145400836,2648181.11473622
"NASSAU","280221030004","RIVERSIDE SCHOOL","ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT","Proficient",18.667,1,4,0,6.333,28.333,3,58,4.333,15,48.333,21,1.667,17,147.667,0,9.63,14.5,153563,719884.876,85.665,0,0.00141715697438313,0.0106720145400836,22409
"WESTCHESTER","662001030011","SCARSDALE MIDDLE SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,2,0,1,6,17,69.667,6.333,9,51,0,0,21.75,1143.333,1.333,11.747,20.845,108523.934,122083.382,92.398,0,0.00217533730418714,0.0107248132278337,18342
"NASSAU","280517030002","DUTCH LANE SCHOOL","HICKSVILLE UNION FREE SCHOOL DISTRICT","Proficient",25.667,4.667,10.667,1,1,25,33,38.667,1.333,22,45,33,0,18,189,0,8.463,27.305,84534.625,638005.291,92.862,0,0.00141715697438313,0.0106720145400836,41387
"BRONX","320900860980","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2",NA,"Proficient",79.333,8,8,0,61.333,36.333,1,1,0,14,45.667,72.333,6.667,28.667,443.333,12,12.667,14.246,126829.653,46937.594,85.87,1,0.00911660408481436,0.0160715764710795,4027821.74100545
"NASSAU","280203030003","MCVEY ELEMENTARY SCHOOL","EAST MEADOW UNION FREE SCHOOL DISTRICT","Proficient",17.667,5,7.667,0,2.667,22.333,16.667,57.333,1,7,50.667,25,0,22.333,561.333,0,12.662,26.5,118650,324269.002,91.022,0,0.00141715697438313,0.0106720145400836,51767
"ERIE","140203060011","COUNTRY PARKWAY ELEMENTARY SCHOOL","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","Proficient",9.333,2,10,0.333,4,3.333,25.667,63.333,3.333,6.667,49.667,13.333,0,23.333,451,0,12.08,30.93,77810.666,363855.876,93.773,0,0.0041347794072196,0.0247089073220775,74637
"KINGS","332100010098","IS 98 BAY ACADEMY","NEW YORK CITY GEOGRAPHIC DISTRICT #21","Proficient",48,11,1.333,0,3.667,9,29,57,1,8.333,54,59.333,0,29.917,1434,18,20.883,30.761,162133.498,18137978.382,86.277,0,0.00627668927886969,0.014459509017006,8461961
"WESTCHESTER","660406030001","GREENVILLE SCHOOL","EDGEMONT UNION FREE SCHOOL DISTRICT","Proficient",0,0,2.667,0,1.333,6.333,33.333,54.333,4.667,13.333,51,0,0,19.333,420,0,10.588,32.17,91459.601,120016.667,96.167,0,0.00217533730418714,0.0107248132278337,7476
"KINGS","332000010187","IS 187 CHRISTA MCAULIFFE SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",51.333,12.667,2.333,0,1,5,71,23.333,0,8.667,50,63.667,0,28.833,963.667,14.667,17.957,38.562,137428.91,26990516.43,89.188,0,0.00627668927886969,0.014459509017006,8461961
"HAMILTON","200401040001","INDIAN LAKE CENTRAL SCHOOL","INDIAN LAKE CENTRAL SCHOOL DISTRICT","Proficient",28,9.667,0,0,1,1,1.333,96,1.333,9.333,47.667,44,2.667,7.582,104,0,4.875,30.788,87471.907,51586.538,91.545,0,0.000723866297636789,0.0101767085373643,1032
"NASSAU","280502060012","SOUTH WOODS MIDDLE SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2.667,0.333,1.667,0,0.333,3.333,31,63.333,1.333,12,48.667,5,0.667,19.833,710.667,0,9.31,24.647,202646.896,289056.754,94.795,0,0.00141715697438313,0.0106720145400836,34149
"QUEENS","342600010188","PS 188 KINGSBURY","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",15.667,8,3.333,0,2,7,57.333,30.667,2.333,10.667,51.333,23.667,0,29.333,530.667,1,13.843,33.764,162099.897,49013557.161,88.811,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","332000010187","IS 187 CHRISTA MCAULIFFE SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",51.333,12.667,2.333,0,1,5,71,23.333,0,8.667,50,63.667,0,28.833,963.667,14.667,17.957,38.562,137428.91,26990516.43,89.188,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580514020001","WOODHULL SCHOOL","FIRE ISLAND UNION FREE SCHOOL DISTRICT","Proficient",3,0,10,0,0,31.333,1,59.667,8,14,37.333,0,2,10.667,28.667,0,3.44,21.7,94095,177000,89.522,0,0.00122526082516204,0.0147749527744588,315
"SUFFOLK","580302080001","WAINSCOTT SCHOOL","WAINSCOTT COMMON SCHOOL DISTRICT","Proficient",25.667,0,29.667,0,0,53.667,5.667,33,8,14,65.333,30.333,0,6,12.333,0,1.85,37.489,117632.375,189243.243,91.293,0,0.00122526082516204,0.0147749527744588,600
"WESTCHESTER","661004060006","SEVEN BRIDGES MIDDLE SCHOOL","CHAPPAQUA CENTRAL SCHOOL DISTRICT","Proficient",1.333,1,0,0,1,3.667,10,81,4.333,10.667,49.333,2.333,0,22.55,632.667,4.333,12.167,24.741,98456.279,186978.398,94.867,0,0.00217533730418714,0.0107248132278337,16627
"QUEENS","342600010221","PS 221 NORTH HILLS SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",25.667,13.667,6.667,0,2.667,12,64.333,20,0.333,15.333,48,39.667,0,25.667,509.667,0.667,13.412,33.683,133463.366,51033082.407,91.135,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","580504030003","SUNRISE DRIVE ELEMENTARY SCHOOL","SAYVILLE UNION FREE SCHOOL DISTRICT","Proficient",6.667,1.667,0,0,1,6.333,0.333,90.667,1.667,15,51,8,0,22,364.667,0,11.763,12.575,47297.448,230602.377,92.11,0,0.00122526082516204,0.0147749527744588,18261
"RICHMOND","353100010035","PS 35 CLOVE VALLEY SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #31","Proficient",31.667,6.667,2.667,1,8.667,23.667,6,59,2,21.333,45.333,38.667,0,24.667,303,0,13.773,29.636,115226.695,85841125.413,90.864,0,0.00350288597239946,0.0117805139819658,8461961
"KINGS","332200010254","PS 254 DAG HAMMARSKJOLD","NEW YORK CITY GEOGRAPHIC DISTRICT #22","Proficient",52.667,9,17.333,0.667,2.333,8.333,32,56.333,0,11.667,49.333,61.667,0,27.667,571.333,8,13.603,23.341,127279.347,45524844.224,97.782,0,0.00627668927886969,0.014459509017006,8461961
