ENTITY_CD,ENTITY_NAME,YEAR,PK,PKHALF,PKFULL,KHALF,KFULL,1,2,3,4,5,6,7,8,9,10,11,12,UGE,UGS
411701040002,REMSEN JUNIOR-SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,26,34,37,32,37,27,0,4
411800010000,ROME CITY SCHOOL DISTRICT,2015,292,292,0,0,442,454,441,410,391,373,396,398,347,415,368,357,367,17,32
411800010001,GANSEVOORT ELEMENTARY SCHOOL,2015,0,0,0,0,75,81,69,79,57,0,0,0,0,0,0,0,0,0,0
420501060004,JORDAN-ELBRIDGE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,93,108,124,107,0,0,0,0,2,3
420601040000,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,2014,0,,,0,40,46,45,47,66,43,55,59,54,71,67,49,72,0,0
420601040001,FABIUS-POMPEY ELEMENTARY SCHOOL,2014,0,,,0,40,46,45,47,66,43,0,0,0,0,0,0,0,0,0
420601040003,FABIUS-POMPEY MIDDLE SCHOOL HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,55,59,54,71,67,49,72,0,0
411800010008,BELLAMY ELEMENTARY SCHOOL,2015,0,0,0,0,121,130,109,97,91,0,0,0,0,0,0,0,0,0,0
411800010010,LYNDON H STROUGH MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,398,347,0,0,0,0,1,11
411800010013,RIDGE MILLS ELEMENTARY SCHOOL,2015,0,0,0,0,39,40,53,46,46,0,0,0,0,0,0,0,0,5,0
411800010014,STOKES ELEMENTARY SCHOOL,2015,0,0,0,0,64,36,58,44,50,0,0,0,0,0,0,0,0,0,0
411800010015,JOHN E JOY ELEMENTARY SCHOOL,2015,0,0,0,0,44,54,44,41,58,0,0,0,0,0,0,0,0,2,0
420701060000,WESTHILL CENTRAL SCHOOL DISTRICT,2014,0,,,0,125,116,128,128,135,130,151,137,152,130,157,145,135,11,12
420701060001,WESTHILL HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,130,157,145,135,0,10
420701060002,CHERRY ROAD ELEMENTARY SCHOOL,2014,0,,,0,0,0,128,128,135,0,0,0,0,0,0,0,0,5,0
420701060003,WALBERTA PARK PRIMARY SCHOOL,2014,0,,,0,125,116,0,0,0,0,0,0,0,0,0,0,0,0,0
420701060004,ONONDAGA HILL MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,130,151,137,152,0,0,0,0,6,2
411800010020,ROME FREE ACADEMY,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,415,368,357,367,0,19
411800010023,LOUIS V DENTI ELEMENTARY SCHOOL,2015,0,0,0,0,99,113,108,103,89,0,0,0,0,0,0,0,0,6,1
411800010025,GEORGE R STALEY UPPER ELEMENTARY SCHOOL,2015,0,0,0,0,0,0,0,0,0,373,396,0,0,0,0,0,0,3,1
411902040000,WATERVILLE CENTRAL SCHOOL DISTRICT,2015,36,18,18,0,50,64,62,58,65,55,57,61,56,53,74,51,65,3,0
420702030000,SOLVAY UNION FREE SCHOOL DISTRICT,2014,41,,,0,114,105,106,87,100,93,111,101,101,143,134,160,141,1,7
420702030001,SOLVAY ELEMENTARY SCHOOL,2014,36,,,0,114,105,106,87,0,0,0,0,0,0,0,0,0,1,0
420702030004,SOLVAY HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,143,134,160,141,0,7
420702030007,SOLVAY MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,100,93,111,101,101,0,0,0,0,0,0
411902040001,MEMORIAL PARK ELEMENTARY SCHOOL,2015,0,0,0,0,50,64,62,58,65,55,57,0,0,0,0,0,0,3,0
411902040003,WATERVILLE JR/SR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,61,56,53,74,51,65,0,0
412000050000,SHERRILL CITY SCHOOL DISTRICT,2015,83,83,0,0,127,161,152,135,115,166,123,131,140,161,160,166,154,7,2
412000050001,J D GEORGE ELEMENTARY SCHOOL,2015,35,35,0,0,57,71,73,48,46,79,54,0,0,0,0,0,0,6,0
412000050004,VERNON-VERONA-SHERRILL SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,161,160,166,154,0,2
420807040000,LAFAYETTE CENTRAL SCHOOL DISTRICT,2014,45,,,0,63,49,76,60,63,55,70,73,59,66,63,53,61,0,0
420807040002,ONONDAGA NATION SCHOOL,2014,18,,,0,13,12,17,13,15,9,12,9,4,0,0,0,0,0,0
420807040003,LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,64,55,66,63,53,61,0,0
420807040004,C GRANT GRIMSHAW SCHOOL,2014,27,,,0,50,37,59,47,48,46,58,0,0,0,0,0,0,0,0
412000050005,W A WETTEL ELEMENTARY SCHOOL,2015,22,22,0,0,39,48,41,48,34,45,31,0,0,0,0,0,0,1,0
412000050006,E A MCALLISTER ELEMENTARY SCHOOL,2015,26,26,0,0,31,42,38,39,35,42,38,0,0,0,0,0,0,0,0
412000050007,VERNON-VERONA-SHERRILL MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,131,140,0,0,0,0,0,0
412201060000,HOLLAND PATENT CENTRAL SCHOOL DISTRICT,2015,36,0,36,0,97,95,114,96,101,105,117,107,115,102,133,128,127,1,2
412201060001,HOLLAND PATENT MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,117,107,115,0,0,0,0,0,0
420901060000,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,2014,0,,,308,29,385,393,398,405,400,426,449,463,511,447,460,436,9,16
420901060002,HARRY E ELDEN ELEMENTARY SCHOOL,2014,0,,,68,13,79,84,75,75,76,0,0,0,0,0,0,0,0,0
420901060003,CATHERINE M MCNAMARA ELEMENTARY SCHOOL,2014,0,,,67,3,91,85,102,90,93,0,0,0,0,0,0,0,1,0
420901060004,L PEARL PALMER ELEMENTARY SCHOOL,2014,0,,,64,2,54,74,85,84,79,0,0,0,0,0,0,0,0,0
420901060005,VAN BUREN ELEMENTARY SCHOOL,2014,0,,,50,4,85,72,61,76,83,0,0,0,0,0,0,0,1,0
412201060003,HOLLAND PATENT ELEMENTARY SCHOOL,2015,0,0,0,0,0,0,0,96,101,105,0,0,0,0,0,0,0,0,0
412201060005,GENERAL WILLIAM FLOYD ELEMENTARY SCHOOL,2015,36,0,36,0,97,95,114,0,0,0,0,0,0,0,0,0,0,1,0
412201060006,HOLLAND PATENT CENTRAL HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,102,133,128,127,0,2
412300010000,UTICA CITY SCHOOL DISTRICT,2015,556,556,0,0,843,880,797,826,800,772,710,673,674,624,652,632,703,68,61
420901060006,THEODORE R DURGEE JUNIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,463,511,0,0,0,0,2
420901060007,CHARLES W BAKER HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,447,460,436,0,8
420901060008,MAE E REYNOLDS SCHOOL,2014,0,,,59,7,76,78,75,80,69,0,0,0,0,0,0,0,2,0
420901060009,DONALD S RAY SCHOOL,2014,0,,,0,0,0,0,0,0,0,426,449,0,0,0,0,0,5,6
421001060000,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,2014,0,,,236,0,290,261,283,269,326,349,317,364,365,366,346,432,7,24
412300010003,ALBANY ELEMENTARY SCHOOL,2015,0,0,0,0,92,94,90,88,82,82,74,0,0,0,0,0,0,32,0
412300010005,CHRISTOPHER COLUMBUS ELEMENTARY SCHOOL,2015,0,0,0,0,80,83,103,89,94,91,86,0,0,0,0,0,0,2,0
412300010006,GENERAL HERKIMER ELEMENTARY SCHOOL,2015,0,0,0,0,116,112,117,116,96,100,90,0,0,0,0,0,0,0,0
412300010009,HUGH R JONES ELEMENTARY SCHOOL,2015,0,0,0,0,61,87,57,62,76,58,52,0,0,0,0,0,0,20,0
421001060001,FAYETTEVILLE ELEMENTARY SCHOOL,2014,0,,,84,0,90,92,84,90,0,0,0,0,0,0,0,0,0,0
421001060002,FAYETTEVILLE-MANLIUS SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,365,366,346,432,0,17
421001060005,EAGLE HILL MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,161,173,157,179,0,0,0,0,1,2
421001060006,WELLWOOD MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,165,176,160,185,0,0,0,0,3,5
412300010011,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,2015,0,0,0,0,50,57,39,44,47,51,41,0,0,0,0,0,0,0,0
412300010012,WATSON WILLIAMS ELEMENTARY SCHOOL,2015,0,0,0,0,95,108,92,98,80,78,81,0,0,0,0,0,0,1,0
412300010014,THOMAS JEFFERSON ELEMENTARY SCHOOL,2015,0,0,0,0,80,89,86,80,89,91,76,0,0,0,0,0,0,0,0
412300010016,JOHN F HUGHES ELEMENTARY SCHOOL,2015,0,0,0,0,54,67,56,69,71,65,60,0,0,0,0,0,0,0,0
412300010018,KERNAN ELEMENTARY SCHOOL,2015,0,0,0,0,117,104,84,96,81,81,87,0,0,0,0,0,0,3,1
421001060007,MOTT ROAD ELEMENTARY SCHOOL,2014,0,,,66,0,89,70,69,81,0,0,0,0,0,0,0,0,1,0
421001060008,ENDERS ROAD ELEMENTARY SCHOOL,2014,0,,,86,0,111,99,130,98,0,0,0,0,0,0,0,0,2,0
421101060000,MARCELLUS CENTRAL SCHOOL DISTRICT,2014,0,,,0,95,120,106,134,127,130,136,136,154,164,156,159,123,10,4
421101060001,K C HEFFERNAN ELEMENTARY SCHOOL,2014,0,,,0,95,120,106,134,0,0,0,0,0,0,0,0,0,1,0
412300010022,JOHN F KENNEDY MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,321,331,0,0,0,0,0,9
412300010023,SENATOR JAMES H DONOVAN MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,352,343,0,0,0,0,3,15
412300010024,THOMAS R PROCTOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,624,652,632,703,0,36
412300010026,ROSCOE CONKLING ELEMENTARY SCHOOL,2015,0,0,0,0,98,79,73,84,84,75,63,0,0,0,0,0,0,7,0
412300861058,UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,65,50,50,43,35,0,0,0,0
421101060003,MARCELLUS HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,164,156,159,123,0,1
421101060004,C S DRIVER MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,127,130,136,136,154,0,0,0,0,9,3
421201040000,ONONDAGA CENTRAL SCHOOL DISTRICT,2014,33,,,0,55,70,63,64,63,75,64,66,66,76,64,64,60,1,0
421201040001,ROCKWELL ELEMENTARY SCHOOL,2014,33,,,0,55,70,63,0,0,0,0,0,0,0,0,0,0,0,0
421201040002,WHEELER ELEMENTARY SCHOOL,2014,0,,,0,0,0,0,64,63,75,64,0,0,0,0,0,0,1,0
412801040000,WESTMORELAND CENTRAL SCHOOL DISTRICT,2015,33,33,0,0,79,56,73,70,91,77,81,58,71,73,72,76,71,1,6
412801040002,WESTMORELAND ELEMENTARY SCHOOL,2015,0,0,0,0,79,56,73,70,91,0,0,0,0,0,0,0,0,0,0
412801040003,WESTMORELAND HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,73,72,76,71,0,3
412801040004,WESTMORELAND MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,77,81,58,71,0,0,0,0,1,3
421201040003,ONONDAGA SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,66,66,76,64,64,60,0,0
421501060000,LIVERPOOL CENTRAL SCHOOL DISTRICT,2014,0,,,0,552,521,567,534,538,554,542,541,546,604,557,557,519,44,39
421501060001,NATE PERRY ELEMENTARY SCHOOL,2014,0,,,0,67,44,67,46,59,51,50,0,0,0,0,0,0,0,0
421501060002,CHESTNUT HILL MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,152,165,0,0,0,0,0,0
421501060004,ELMCREST ELEMENTARY SCHOOL,2014,0,,,0,64,65,67,83,58,81,74,0,0,0,0,0,0,3,0
412901040000,ORISKANY CENTRAL SCHOOL DISTRICT,2015,20,20,0,0,44,28,47,40,43,53,49,49,62,49,44,50,41,0,0
412901040002,N A WALBRAN ELEMENTARY SCHOOL,2015,20,20,0,0,44,28,47,40,43,53,49,0,0,0,0,0,0,0,0
412901040003,ORISKANY JUNIOR-SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,49,62,49,44,50,41,0,0
412902060000,WHITESBORO CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,227,233,227,237,233,264,259,253,259,245,255,245,273,6,2
421501060005,LIVERPOOL MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,169,145,0,0,0,0,0,1
421501060009,CHESTNUT HILL ELEMENTARY SCHOOL,2014,0,,,0,43,63,46,45,49,47,56,0,0,0,0,0,0,3,0
421501060010,LIVERPOOL ELEMENTARY SCHOOL,2014,0,,,0,44,40,41,38,41,41,40,0,0,0,0,0,0,14,0
421501060011,LIVERPOOL HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,604,557,557,519,0,23
412902060002,MARCY ELEMENTARY SCHOOL,2015,0,0,0,0,63,53,49,60,46,63,0,0,0,0,0,0,0,2,0
412902060003,HARTS HILL SCHOOL,2015,0,0,0,0,55,56,56,62,78,65,0,0,0,0,0,0,0,0,0
412902060005,DEERFIELD ELEMENTARY SCHOOL,2015,0,0,0,0,43,56,45,46,42,54,0,0,0,0,0,0,0,2,0
412902060006,WHITESBORO MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,253,259,0,0,0,0,1,0
412902060007,PARKWAY MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,1,0
421501060012,MORGAN ROAD ELEMENTARY SCHOOL,2014,0,,,0,68,64,65,66,61,71,65,0,0,0,0,0,0,9,0
421501060013,SOULE ROAD ELEMENTARY SCHOOL,2014,0,,,0,46,60,65,57,63,70,74,0,0,0,0,0,0,0,0
421501060014,SOULE ROAD MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,220,236,0,0,0,0,0,15
421501060015,LONG BRANCH ELEMENTARY SCHOOL,2014,0,,,0,65,61,65,67,70,51,68,0,0,0,0,0,0,0,0
421501060016,DONLIN DRIVE ELEMENTARY SCHOOL,2014,0,,,0,67,64,85,65,73,69,41,0,0,0,0,0,0,15,0
412902060008,WHITESBORO HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,245,255,245,273,0,2
412902060009,WESTMORELAND ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,66,68,77,69,67,82,0,0,0,0,0,0,0,0,0
420101060000,WEST GENESEE CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,332,312,323,313,303,341,376,421,401,398,415,382,416,10,16
420101060001,EAST HILL ELEMENTARY SCHOOL,2015,0,0,0,0,52,59,63,66,63,73,0,0,0,0,0,0,0,1,0
421501060019,WILLOW FIELD ELEMENTARY SCHOOL,2014,0,,,0,88,60,66,67,64,73,74,0,0,0,0,0,0,0,0
421504020000,LYNCOURT UNION FREE SCHOOL DISTRICT,2014,18,,,0,39,38,34,39,32,24,28,39,33,0,0,0,0,2,1
421504020001,LYNCOURT SCHOOL,2014,18,,,0,39,38,34,39,32,24,28,39,33,0,0,0,0,2,1
421601060000,SKANEATELES CENTRAL SCHOOL DISTRICT,2014,0,,,0,83,83,100,101,98,123,97,120,126,136,136,118,128,8,3
420101060003,STONEHEDGE ELEMENTARY SCHOOL,2015,0,0,0,0,165,140,133,143,117,128,0,0,0,0,0,0,0,4,0
420101060005,ONONDAGA ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,66,64,57,56,63,74,0,0,0,0,0,0,0,0,0
420101060006,SPLIT ROCK ELEMENTARY SCHOOL,2015,0,0,0,0,49,49,70,48,60,66,0,0,0,0,0,0,0,4,0
420101060008,WEST GENESEE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,244,243,245,0,0,0,0,0,0
420101060009,WEST GENESEE SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,398,415,382,416,0,12
421601060002,SKANEATELES SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,136,136,118,128,0,2
421601060003,WATERMAN ELEMENTARY SCHOOL,2014,0,,,0,83,83,100,0,0,0,0,0,0,0,0,0,0,0,0
421601060004,STATE STREET INTERMEDIATE SCHOOL,2014,0,,,0,0,0,0,101,98,123,0,0,0,0,0,0,0,6,0
421601060005,SKANEATELES MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,97,120,126,0,0,0,0,2,1
420101060011,CAMILLUS MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,132,178,156,0,0,0,0,1,4
420303060000,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,2015,376,269,107,0,665,655,629,679,632,700,654,675,728,717,716,654,649,15,36
420303060001,ALLEN ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,88,80,67,78,71,0,0,0,0,0,0,0,0,0,0
420303060002,KARL W SAILE BEAR ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,112,143,121,139,120,0,0,0,0,0,0,0,0,0,0
420303060003,CICERO ELEMENTARY SCHOOL,2015,0,0,0,0,108,123,107,131,110,0,0,0,0,0,0,0,0,0,0
421800010000,SYRACUSE CITY SCHOOL DISTRICT,2014,1341,,,0,1715,1720,1658,1497,1534,1441,1476,1458,1429,2152,1575,998,1355,122,198
421800010003,CLARY MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,123,141,152,0,0,0,0,0,17
421800010004,BELLEVUE ELEMENTARY SCHOOL,2014,36,,,0,96,84,74,71,84,66,0,0,0,0,0,0,0,8,0
421800010006,VAN DUYN ELEMENTARY SCHOOL,2014,51,,,0,81,58,54,54,51,51,0,0,0,0,0,0,0,2,0
421800010008,EDWARD SMITH K-8 SCHOOL,2014,36,,,0,78,79,75,70,81,83,86,84,79,0,0,0,0,22,17
420303060004,LAKESHORE ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,128,100,103,125,125,0,0,0,0,0,0,0,0,0,0
420303060007,ROXBORO ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,101,101,113,86,91,0,0,0,0,0,0,0,0,0,0
420303060008,SMITH ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,128,108,118,120,115,0,0,0,0,0,0,0,0,5,0
420303060009,GILLETTE ROAD MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,405,350,400,0,0,0,0,0,5,1
421800010010,ROBERTS K-8 SCHOOL,2014,36,,,0,78,80,85,82,82,68,88,87,74,0,0,0,0,1,1
421800010011,MEACHEM ELEMENTARY SCHOOL,2014,36,,,0,77,81,77,71,69,75,0,0,0,0,0,0,0,0,0
421800010012,LEMOYNE ELEMENTARY SCHOOL,2014,56,,,0,80,80,79,78,68,73,0,0,0,0,0,0,0,1,0
421800010013,SALEM HYDE ELEMENTARY SCHOOL,2014,35,,,0,80,75,72,70,64,63,65,0,0,0,0,0,0,7,0
421800010015,HUNTINGTON K-8 SCHOOL,2014,36,,,0,106,103,92,93,99,89,104,113,112,0,0,0,0,0,9
420303060010,NORTH SYRACUSE JUNIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,728,717,0,0,0,0,4
420303060011,ROXBORO ROAD MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,295,304,275,0,0,0,0,0,5,5
420303060014,CICERO-NORTH SYRACUSE HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,654,649,0,26
420401060000,EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT,2015,252,252,0,0,231,244,255,246,243,238,240,243,253,259,241,265,253,9,21
421800010018,DR KING ELEMENTARY SCHOOL,2014,98,,,0,109,103,104,93,99,87,1,0,0,0,0,0,0,2,0
421800010020,DANFORTH MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,154,128,165,0,0,0,0,0,5
421800010021,FRANKLIN ELEMENTARY SCHOOL,2014,36,,,0,136,128,117,100,104,96,1,0,0,0,0,0,0,0,0
421800010022,FRAZER K-8 SCHOOL,2014,18,,,0,78,82,77,83,77,82,111,160,153,0,0,0,0,10,15
420401060002,FREMONT ELEMENTARY SCHOOL,2015,0,0,0,0,60,54,66,61,61,58,0,0,0,0,0,0,0,0,0
420401060003,EAST SYRACUSE ELEMENTARY SCHOOL,2015,0,0,0,0,58,68,60,55,55,62,0,0,0,0,0,0,0,0,0
420401060004,WOODLAND ELEMENTARY SCHOOL,2015,0,0,0,0,57,62,66,71,58,59,0,0,0,0,0,0,0,6,0
420401060005,EAST SYRACUSE-MINOA CENTRAL HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,259,241,265,253,0,14
420401060009,MINOA ELEMENTARY SCHOOL,2015,0,0,0,0,56,60,63,59,69,59,0,0,0,0,0,0,0,0,0
421800010025,HUGHES ELEMENTARY SCHOOL,2014,36,,,0,2,68,71,53,60,55,0,0,0,0,0,0,0,28,2
421800010027,PORTER ELEMENTARY SCHOOL,2014,36,,,0,77,78,85,62,73,64,73,0,0,0,0,0,0,0,0
421800010028,SEYMOUR DUAL LANGUAGE ACADEMY,2014,36,,,0,101,101,96,72,79,59,0,0,0,0,0,0,0,0,0
421800010031,HURLBUT W SMITH K-8 SCHOOL,2014,0,,,0,105,79,79,70,78,82,98,138,118,0,0,0,0,0,0
420401060010,PINE GROVE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,240,243,253,0,0,0,0,3,7
420411060000,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,203,193,210,208,204,252,224,232,218,251,254,229,230,7,13
420411060002,JAMESVILLE ELEMENTARY SCHOOL,2015,0,0,0,0,77,68,76,74,71,0,0,0,0,0,0,0,0,0,0
420411060003,MOSES DEWITT ELEMENTARY SCHOOL,2015,0,0,0,0,57,54,60,64,50,0,0,0,0,0,0,0,0,1,0
420411060004,TECUMSEH ELEMENTARY SCHOOL,2015,0,0,0,0,69,71,74,70,83,0,0,0,0,0,0,0,0,4,0
421800010033,CORCORAN HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,540,322,245,285,0,30
421800010035,GRANT MIDDLE SCHOOL,2014,37,,,0,0,0,0,0,0,0,209,226,212,0,0,0,0,0,0
421800010039,NOTTINGHAM HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,376,334,237,282,0,35
421800010040,HENNINGER HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,597,444,279,398,0,39
421800010041,DELAWARE ACADEMY,2014,68,,,0,112,99,104,75,88,65,0,0,0,0,0,0,0,1,0
420411060005,JAMESVILLE-DEWITT MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,252,224,232,218,0,0,0,0,2,6
420411060006,JAMESVILLE-DEWITT HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,251,254,229,230,0,7
420501060000,JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,2015,60,0,60,0,86,98,84,83,89,100,96,110,123,111,120,87,104,3,6
420501060001,ELBRIDGE ELEMENTARY SCHOOL,2015,58,0,58,0,86,98,84,83,89,0,0,0,0,0,0,0,0,0,0
421800010042,MCKINLEY-BRIGHTON ELEMENTARY SCHOOL,2014,66,,,0,83,106,94,98,73,78,2,0,0,0,0,0,0,19,0
421800010043,WEBSTER ELEMENTARY SCHOOL,2014,49,,,0,98,103,95,100,89,97,0,0,0,0,0,0,0,20,2
421800010047,INSTITUTE OF TECHNOLOGY AT SYRACUSE CENTRAL,2014,0,,,0,0,0,0,0,0,0,0,0,0,120,114,119,86,0,0
421800010048,LINCOLN MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,167,196,195,0,0,0,0,0,7
421800010049,FOWLER HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,519,361,118,304,0,19
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,111,120,87,104,0,6
420501060004,JORDAN-ELBRIDGE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,100,96,110,123,0,0,0,0,3,0
420601040000,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,43,41,49,42,45,65,44,54,56,50,70,68,49,1,0
420601040001,FABIUS-POMPEY ELEMENTARY SCHOOL,2015,0,0,0,0,43,41,49,42,45,65,0,0,0,0,0,0,0,1,0
421800010052,DR WEEKS ELEMENTARY SCHOOL,2014,36,,,0,138,133,128,102,116,108,0,0,0,0,0,0,0,1,0
421800010058,EXPEDITIONARY LEARNING MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,45,46,46,0,0,0,0,0,0
421800010060,WESTSIDE ACADEMY AT BLODGETT,2014,0,,,0,0,0,0,0,0,0,149,139,123,0,0,0,0,0,0
421800860845,SOUTHSIDE ACADEMY CHARTER SCHOOL,2014,0,,,0,86,78,78,78,76,76,75,76,64,0,0,0,0,0,0
421800860854,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,2014,0,,,0,51,55,55,53,51,24,41,66,59,68,60,56,63,0,0
420601040003,FABIUS-POMPEY MIDDLE SCHOOL HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,44,54,56,50,70,68,49,0,0
420701060000,WESTHILL CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,127,122,118,131,134,139,130,152,139,153,134,151,142,12,8
420701060001,WESTHILL HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,153,134,151,142,0,8
420701060002,CHERRY ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,0,0,118,131,134,0,0,0,0,0,0,0,0,6,0
421902040000,TULLY CENTRAL SCHOOL DISTRICT,2014,0,,,0,65,67,62,55,65,74,50,88,82,75,86,87,82,0,0
421902040001,TULLY JUNIOR-SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,88,82,75,86,87,82,0,0
421902040002,TULLY ELEMENTARY SCHOOL,2014,0,,,0,65,67,62,55,65,74,50,0,0,0,0,0,0,0,0
430300050000,CANANDAIGUA CITY SCHOOL DISTRICT,2014,105,,,0,264,244,290,260,254,261,294,288,266,301,288,295,306,13,12
420701060003,WALBERTA PARK PRIMARY SCHOOL,2015,0,0,0,0,127,122,0,0,0,0,0,0,0,0,0,0,0,0,0
420701060004,ONONDAGA HILL MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,139,130,152,139,0,0,0,0,6,0
420702030000,SOLVAY UNION FREE SCHOOL DISTRICT,2015,37,0,37,0,99,114,104,101,90,94,96,112,101,124,140,125,149,3,9
420702030001,SOLVAY ELEMENTARY SCHOOL,2015,34,0,34,0,99,114,104,101,0,0,0,0,0,0,0,0,0,1,0
420702030004,SOLVAY HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,124,140,125,149,0,9
430300050001,CANANDAIGUA ELEMENTARY SCHOOL,2014,0,,,0,0,0,0,260,254,261,0,0,0,0,0,0,0,8,0
430300050002,CANANDAIGUA ACADEMY,2014,0,,,0,0,0,0,0,0,0,0,0,0,301,287,295,306,0,10
