ENTITY_CD,ENTITY_NAME,YEAR,NUM_FREE_LUNCH,PER_FREE_LUNCH,NUM_REDUCED_LUNCH,PER_REDUCED_LUNCH,NUM_LEP,PER_LEP,NUM_AM_IND,PER_AM_IND,NUM_BLACK,PER_BLACK,NUM_HISP,PER_HISP,NUM_ASIAN,PER_ASIAN,NUM_WHITE,PER_WHITE,NUM_Multi,PER_Multi,NUM_SWD,PER_SWD,NUM_FEMALE,PER_FEMALE,NUM_MALE,PER_MALE,NUM_ECDIS,PER_ECDIS
261301060002,JOHANNA PERRIN MIDDLE SCHOOL,2014,66,10,21,3,13,2,1,0,36,5,15,2,31,4,603,87,6,1,98,14,345,50,347,50,101,15
261301060004,MARTHA BROWN MIDDLE SCHOOL,2014,93,12,27,3,0,0,1,0,47,6,21,3,23,3,688,88,5,1,121,15,390,50,395,50,137,17
261301060006,JEFFERSON AVENUE SCHOOL,2014,44,7,13,2,0,0,0,0,10,2,11,2,16,3,557,92,10,2,64,11,297,49,307,51,61,10
261301060007,MINERVA DELAND SCHOOL,2014,58,12,15,3,9,2,0,0,31,6,13,3,24,5,430,86,0,0,50,10,251,50,247,50,82,16
261301060008,NORTHSIDE SCHOOL,2014,86,13,27,4,0,0,0,0,36,5,28,4,19,3,591,87,7,1,85,12,321,47,360,53,148,22
261301060009,FAIRPORT SENIOR HIGH SCHOOL,2014,146,9,43,3,8,0,2,0,67,4,32,2,70,4,1463,89,4,0,207,13,801,49,837,51,222,14
261301060010,DUDLEY SCHOOL,2014,110,17,19,3,1,0,1,0,29,4,28,4,12,2,540,84,35,5,61,9,298,46,347,54,151,23
261313030000,EAST ROCHESTER UNION FREE SCHOOL DISTRICT,2014,403,39,85,8,10,1,5,0,81,8,82,8,7,1,827,81,21,2,146,14,497,49,526,51,491,48
261313030001,EAST ROCHESTER ELEMENTARY SCHOOL,2014,241,43,53,10,6,1,2,0,37,7,51,9,4,1,444,80,19,3,82,15,275,49,282,51,295,53
261313030002,EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL,2014,162,35,32,7,4,1,3,1,44,9,31,7,3,1,383,82,2,0,64,14,222,48,244,52,196,42
261401060000,PITTSFORD CENTRAL SCHOOL DISTRICT,2014,172,3,79,1,30,1,1,0,168,3,248,4,556,10,4685,80,186,3,546,9,2948,50,2896,50,251,4
261401060001,ALLEN CREEK SCHOOL,2014,23,7,8,2,5,1,0,0,9,3,14,4,19,5,291,83,17,5,33,9,178,51,172,49,31,9
261401060002,JEFFERSON ROAD SCHOOL,2014,13,3,4,1,4,1,0,0,13,3,18,5,18,5,326,83,18,5,31,8,185,47,208,53,17,4
261401060004,PARK ROAD SCHOOL,2014,11,2,7,1,4,1,0,0,15,3,15,3,29,6,404,84,16,3,50,10,243,51,236,49,18,4
261401060005,MENDON CENTER ELEMENTARY SCHOOL,2014,9,1,7,1,9,1,0,0,8,1,37,5,126,16,550,72,43,6,57,7,397,52,367,48,16,2
261401060006,PITTSFORD SUTHERLAND HIGH SCHOOL,2014,30,3,26,3,2,0,0,0,37,4,36,4,72,7,808,83,18,2,96,10,514,53,457,47,56,6
261401060008,BARKER ROAD MIDDLE SCHOOL,2014,25,3,8,1,2,0,1,0,27,4,44,6,88,12,583,77,19,2,75,10,373,49,389,51,33,4
261401060009,THORNELL ROAD SCHOOL,2014,10,2,2,0,0,0,0,0,8,2,14,3,29,6,383,86,13,3,41,9,208,47,239,53,12,3
261401060010,PITTSFORD-MENDON HIGH SCHOOL,2014,19,2,6,1,0,0,0,0,28,3,39,4,107,11,801,81,20,2,96,10,506,51,489,49,25,3
261401060011,CALKINS ROAD MIDDLE SCHOOL,2014,32,5,11,2,4,1,0,0,23,3,31,5,68,10,539,79,22,3,67,10,344,50,339,50,43,6
261501060000,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,2014,683,18,282,7,57,1,5,0,278,7,178,5,103,3,3262,84,75,2,438,11,1905,49,1996,51,1268,33
261501060002,CHESTNUT RIDGE ELEMENTARY SCHOOL,2014,91,17,41,7,18,3,0,0,56,10,29,5,15,3,423,77,25,5,40,7,259,47,289,53,191,35
261501060003,CHURCHVILLE ELEMENTARY SCHOOL,2014,88,21,28,7,8,2,0,0,20,5,32,8,5,1,348,83,13,3,45,11,187,45,231,55,146,35
261501060004,CHURCHVILLE-CHILI SENIOR HIGH SCHOOL,2014,185,15,90,7,7,1,4,0,97,8,50,4,34,3,1021,84,10,1,147,12,613,50,603,50,357,29
261501060006,FAIRBANKS ROAD ELEMENTARY SCHOOL,2014,73,16,24,5,10,2,0,0,13,3,16,4,7,2,404,89,15,3,29,6,226,50,229,50,131,29
261501060008,CHURCHVILLE-CHILI MIDDLE SCHOOL,2014,246,19,99,8,14,1,1,0,92,7,51,4,42,3,1066,84,12,1,177,14,620,49,644,51,443,35
261600010000,ROCHESTER CITY SCHOOL DISTRICT,2014,23447,81,1092,4,3373,12,65,0,17503,60,7324,25,1083,4,2941,10,20,0,5176,18,14138,49,14798,51,26104,90
261600010001,SCHOOL 1-MARTIN B ANDERSON,2014,251,79,16,5,10,3,0,0,235,74,40,13,5,2,34,11,2,1,52,16,152,48,164,52,284,90
261600010002,SCHOOL 2-CLARA BARTON,2014,418,89,11,2,14,3,1,0,390,83,53,11,6,1,20,4,1,0,115,24,222,47,249,53,456,97
261600010003,SCHOOL 3-NATHANIEL ROCHESTER,2014,593,91,25,4,56,9,2,0,533,81,56,9,27,4,37,6,0,0,109,17,295,45,360,55,633,97
261600010004,SCHOOL 4-GEORGE MATHER FORBES,2014,387,87,14,3,20,4,0,0,376,84,38,9,6,1,26,6,1,0,125,28,233,52,214,48,427,96
261600010005,SCHOOL 5-JOHN WILLIAMS,2014,494,85,17,3,133,23,2,0,276,48,121,21,123,21,56,10,2,0,69,12,264,46,316,54,561,97
261600010007,SCHOOL 7-VIRGIL GRISSOM,2014,516,86,13,2,30,5,0,0,390,65,110,18,16,3,86,14,0,0,85,14,285,47,317,53,559,93
261600010008,SCHOOL 8-ROBERTO CLEMENTE,2014,548,88,7,1,34,5,2,0,380,61,207,33,9,1,24,4,0,0,66,11,314,50,308,50,595,96
261600010009,SCHOOL 9-DR MARTIN LUTHER KING JR,2014,695,91,12,2,269,35,0,0,265,35,487,63,2,0,13,2,0,0,110,14,331,43,436,57,753,98
261600010010,DR WALTER COOPER ACADEMY,2014,253,80,24,8,23,7,5,2,250,79,31,10,5,2,27,8,0,0,61,19,147,46,171,54,287,90
261600010012,SCHOOL 12-JAMES P B DUFFY,2014,529,75,38,5,96,14,2,0,374,53,206,29,19,3,106,15,1,0,107,15,370,52,338,48,595,84
261600010015,SCHOOL 15-CHILDREN'S SCHOOL OF ROCHESTER (THE),2014,230,78,8,3,138,47,1,0,106,36,35,12,106,36,45,15,0,0,22,8,141,48,152,52,257,88
261600010016,SCHOOL 16-JOHN WALTON SPENCER,2014,424,82,6,1,14,3,0,0,420,81,55,11,9,2,35,7,0,0,84,16,242,47,277,53,488,94
261600010017,SCHOOL 17-ENRICO FERMI,2014,604,90,9,1,172,26,2,0,313,47,290,43,9,1,55,8,1,0,73,11,336,50,334,50,648,97
261600010019,SCHOOL 19-DR CHARLES T LUNSFORD,2014,358,89,11,3,5,1,3,1,363,90,23,6,2,0,11,3,0,0,77,19,178,44,224,56,383,95
261600010020,SCHOOL 20-HENRY LOMB SCHOOL,2014,296,85,16,5,16,5,0,0,207,60,125,36,3,1,12,3,0,0,66,19,158,46,189,54,334,96
261600010022,SCHOOL 22-LINCOLN SCHOOL,2014,422,87,5,1,152,31,0,0,184,38,288,59,0,0,13,3,0,0,95,20,238,49,247,51,463,95
261600010023,SCHOOL 23-FRANCIS PARKER,2014,161,56,18,6,14,5,0,0,145,51,21,7,16,6,104,36,0,0,60,21,133,47,153,53,191,67
261600010025,SCHOOL 25-NATHANIEL HAWTHORNE,2014,255,84,18,6,20,7,0,0,172,57,100,33,3,1,27,9,0,0,105,35,133,44,169,56,285,94
261600010028,SCHOOL 28-HENRY HUDSON,2014,450,83,24,4,169,31,0,0,210,39,295,55,3,1,31,6,0,0,110,20,262,49,277,51,504,94
261600010029,SCHOOL 29-ADLAI E STEVENSON,2014,382,84,13,3,16,4,0,0,374,83,48,11,7,2,24,5,0,0,110,24,216,48,237,52,432,95
261600010033,SCHOOL 33-AUDUBON,2014,942,87,24,2,128,12,1,0,631,58,388,36,6,1,52,5,1,0,262,24,503,47,576,53,1012,94
261600010034,SCHOOL 34-DR LOUIS A CERULLI,2014,421,91,11,2,22,5,0,0,266,57,92,20,22,5,81,17,4,1,78,17,208,45,257,55,451,97
261600010035,SCHOOL 35-PINNACLE,2014,339,80,19,4,130,31,0,0,193,46,179,42,7,2,44,10,0,0,44,10,201,48,222,52,394,93
261600010036,SCHOOL 36-HENRY W LONGFELLOW,2014,366,93,5,1,17,4,1,0,255,65,111,28,3,1,25,6,0,0,55,14,200,51,195,49,389,98
261600010039,SCHOOL 39-ANDREW J TOWNSON,2014,505,85,18,3,25,4,0,0,376,63,165,28,3,1,48,8,1,0,86,15,272,46,321,54,555,94
261600010041,SCHOOL 41-KODAK PARK,2014,509,84,32,5,27,4,0,0,362,60,131,22,18,3,93,15,0,0,83,14,297,49,307,51,568,94
261600010042,SCHOOL 42-ABELARD REYNOLDS,2014,340,71,21,4,19,4,3,1,208,43,104,22,15,3,150,31,0,0,108,23,237,49,243,51,382,80
261600010043,SCHOOL 43-THEODORE ROOSEVELT,2014,444,85,13,2,22,4,4,1,312,60,85,16,22,4,100,19,0,0,53,10,271,52,252,48,484,93
261600010044,SCHOOL 44-LINCOLN PARK,2014,351,88,11,3,46,11,1,0,316,79,23,6,33,8,28,7,0,0,77,19,208,52,193,48,375,94
261600010045,SCHOOL 45-MARY MCLEOD BETHUNE,2014,603,88,32,5,40,6,0,0,458,67,179,26,4,1,42,6,2,0,143,21,326,48,359,52,660,96
261600010046,SCHOOL 46-CHARLES CARROLL,2014,211,68,17,5,19,6,0,0,165,53,77,25,4,1,64,21,0,0,68,22,161,52,149,48,254,82
261600010050,SCHOOL 50-HELEN BARRETT MONTGOMERY,2014,529,85,28,5,144,23,2,0,331,53,147,24,92,15,49,8,0,0,105,17,308,50,313,50,584,94
261600010052,SCHOOL 52-FRANK FOWLER DOW,2014,216,67,19,6,15,5,1,0,182,56,61,19,4,1,76,23,0,0,52,16,151,47,173,53,262,81
261600010053,SCHOOL 53 MONTESSORI ACADEMY,2014,122,63,5,3,10,5,1,1,129,66,35,18,7,4,21,11,1,1,10,5,102,53,92,47,135,70
261600010054,SCHOOL 54-FLOWER CITY COMMUNITY SCHOOL,2014,413,87,11,2,27,6,2,0,305,64,101,21,12,3,53,11,0,0,63,13,240,51,233,49,452,96
261600010057,SCHOOL 57-EARLY CHILDHOOD SCHOOL,2014,185,86,5,2,4,2,0,0,151,70,45,21,1,0,19,9,0,0,41,19,99,46,117,54,205,95
261600010058,SCHOOL 58-WORLD OF INQUIRY SCHOOL,2014,478,68,58,8,22,3,3,0,514,73,74,11,18,3,93,13,1,0,118,17,363,52,340,48,559,80
261600010060,CHARLOTTE HIGH SCHOOL,2014,386,76,13,3,34,7,0,0,285,56,125,25,11,2,84,17,0,0,115,23,248,49,257,51,440,87
261600010061,EAST HIGH SCHOOL,2014,1487,80,51,3,362,20,4,0,1016,55,553,30,111,6,166,9,1,0,460,25,849,46,1002,54,1654,89
261600010066,JAMES MONROE HIGH SCHOOL,2014,952,83,24,2,335,29,2,0,472,41,591,52,21,2,55,5,0,0,239,21,591,52,550,48,1064,93
261600010067,JOSEPH C WILSON MAGNET HIGH SCHOOL,2014,648,69,57,6,43,5,2,0,700,74,103,11,44,5,92,10,0,0,187,20,508,54,433,46,763,81
261600010068,JOSEPH C WILSON FOUNDATION ACADEMY,2014,335,76,19,4,26,6,0,0,311,71,59,13,18,4,53,12,0,0,86,20,212,48,229,52,386,88
261600010069,SCHOOL WITHOUT WALLS,2014,279,79,21,6,22,6,2,1,180,51,110,31,14,4,45,13,0,0,45,13,217,62,134,38,317,90
261600010073,NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL,2014,398,80,19,4,41,8,0,0,334,67,114,23,7,1,44,9,0,0,111,22,260,52,239,48,440,88
261600010074,SCHOOL OF THE ARTS,2014,684,60,106,9,20,2,7,1,566,50,251,22,32,3,286,25,1,0,116,10,684,60,459,40,836,73
261600010085,DR FREDDIE THOMAS HIGH SCHOOL,2014,431,79,10,2,73,13,0,0,367,67,103,19,46,8,31,6,0,0,111,20,254,46,293,54,463,85
261600010089,NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL,2014,485,85,24,4,35,6,4,1,390,68,124,22,10,2,45,8,0,0,137,24,299,52,274,48,522,91
261600010095,ROBERT BROWN SCHOOL OF CONSTRUCTION AND DESIGN,2014,508,81,19,3,58,9,0,0,423,68,138,22,24,4,40,6,0,0,119,19,279,45,346,55,572,92
261600010096,"ROCHESTER SCIENCE, TECHNOLOGY, ENGINEERING AND MATH HIGH SCHOOL",2014,483,78,20,3,66,11,2,0,414,67,116,19,44,7,40,6,0,0,93,15,320,52,296,48,532,86
261600010097,VANGUARD COLLEGIATE HIGH SCHOOL,2014,310,79,16,4,54,14,1,0,250,64,86,22,23,6,32,8,0,0,53,14,213,54,179,46,337,86
261600010101,INTEGRATED ARTS AND TECHNOLOGY HIGH SCHOOL,2014,305,82,23,6,39,10,1,0,192,51,114,30,9,2,58,16,0,0,55,15,200,53,174,47,341,91
261600010102,ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL,2014,248,74,27,8,29,9,0,0,243,73,49,15,20,6,21,6,0,0,40,12,207,62,126,38,288,86
261600010103,LEADERSHIP ACADEMY FOR YOUNG MEN (THE),2014,268,80,9,3,18,5,1,0,243,73,62,19,2,1,25,8,0,0,62,19,0,0,333,100,293,88
261600860705,TRUE NORTH ROCHESTER PREP CHARTER SCHOOL-WEST CAMPUS,2014,312,82,20,5,10,3,0,0,311,81,55,14,0,0,16,4,0,0,34,9,195,51,187,49,364,95
261600860811,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,2014,257,64,39,10,37,9,0,0,124,31,258,65,0,0,14,4,3,1,24,6,203,51,196,49,298,75
261600860826,GENESEE COMMUNITY CHARTER SCHOOL,2014,35,16,18,8,0,0,0,0,40,19,19,9,2,1,139,64,16,7,21,10,111,51,105,49,54,25
261600860877,URBAN CHOICE CHARTER SCHOOL,2014,297,75,36,9,0,0,0,0,268,67,82,21,0,0,27,7,21,5,39,10,193,48,205,52,302,76
261600860906,TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE),2014,485,63,72,9,4,1,1,0,707,92,31,4,1,0,29,4,0,0,68,9,379,49,390,51,694,90
261600860910,ROCHESTER ACADEMY CHARTER SCHOOL,2014,249,76,14,4,26,8,0,0,225,69,55,17,5,2,43,13,0,0,24,7,203,62,125,38,299,91
261600860985,UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,2014,100,25,0,0,8,2,1,0,323,82,35,9,7,2,24,6,3,1,5,1,0,0,393,100,383,97
261600861019,ROCHESTER CAREER MENTORING CHARTER SCHOOL,2014,108,68,27,17,0,0,0,0,118,75,28,18,0,0,7,4,5,3,25,16,103,65,55,35,158,100
261600861020,YOUNG WOMEN'S COLLEGE PREP CHARTER SCHOOL OF ROCHESTER,2014,146,88,16,10,9,5,0,0,94,57,35,21,2,1,28,17,7,4,15,9,166,100,0,0,118,71
261701060000,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,2014,1503,29,451,9,219,4,21,0,813,15,312,6,592,11,3364,64,144,3,445,8,2623,50,2623,50,1954,37
261701060002,ETHEL K FYLE ELEMENTARY SCHOOL,2014,185,40,37,8,56,12,1,0,63,14,35,8,71,15,276,60,17,4,22,5,245,53,218,47,222,48
261701060004,MONICA B LEARY ELEMENTARY SCHOOL,2014,104,18,36,6,10,2,0,0,78,14,36,6,49,9,384,67,26,5,48,8,285,50,288,50,140,24
261701060005,DAVID B CRANE ELEMENTARY SCHOOL,2014,148,36,47,11,28,7,3,1,63,15,37,9,73,18,216,52,24,6,40,10,220,53,196,47,195,47
261701060006,FLOYD S WINSLOW ELEMENTARY SCHOOL,2014,187,38,40,8,36,7,1,0,82,17,27,5,54,11,316,64,15,3,40,8,233,47,262,53,227,46
261701060009,NINTH GRADE ACADEMY,2014,131,32,30,7,8,2,1,0,70,17,21,5,39,9,278,67,6,1,42,10,193,47,222,53,161,39
261701060012,EMMA E SHERMAN ELEMENTARY SCHOOL,2014,84,20,33,8,18,4,2,0,31,7,25,6,38,9,310,72,24,6,43,10,208,48,222,52,117,27
261701060013,RUSH-HENRIETTA SENIOR HIGH SCHOOL,2014,333,26,106,8,26,2,7,1,219,17,67,5,129,10,843,66,17,1,121,9,654,51,628,49,439,34
261701060014,CHARLES H ROTH MIDDLE SCHOOL,2014,195,28,71,10,28,4,5,1,105,15,48,7,87,12,454,64,9,1,54,8,365,52,343,48,266,38
261701060015,HENRY V BURGER MIDDLE SCHOOL,2014,136,29,51,11,9,2,1,0,102,22,16,3,52,11,287,62,6,1,35,8,220,47,244,53,187,40
261801060000,BROCKPORT CENTRAL SCHOOL DISTRICT,2014,1035,29,380,11,29,1,4,0,157,4,204,6,57,2,3009,84,136,4,447,13,1703,48,1864,52,1415,40
261801060002,GINTHER ELEMENTARY SCHOOL,2014,152,33,39,8,12,3,0,0,8,2,27,6,7,2,398,86,24,5,47,10,225,48,239,52,191,41
261801060003,BROCKPORT HIGH SCHOOL,2014,308,26,138,11,5,0,1,0,72,6,62,5,14,1,1027,85,29,2,169,14,564,47,641,53,446,37
261801060004,BARCLAY ELEMENTARY SCHOOL,2014,163,33,54,11,8,2,0,0,7,1,32,6,14,3,418,84,26,5,61,12,237,48,260,52,217,44
261801060005,A D OLIVER MIDDLE SCHOOL,2014,247,29,90,11,1,0,2,0,49,6,55,6,13,2,698,82,34,4,102,12,414,49,437,51,337,40
261801060006,FRED W HILL SCHOOL,2014,165,30,59,11,3,1,1,0,21,4,28,5,9,2,468,85,23,4,68,12,263,48,287,52,224,41
261901060000,WEBSTER CENTRAL SCHOOL DISTRICT,2014,758,9,254,3,133,2,8,0,289,3,405,5,293,3,7484,87,107,1,772,9,4225,49,4361,51,1360,16
261901060002,DEWITT ROAD ELEMENTARY SCHOOL,2014,44,9,10,2,2,0,1,0,7,1,18,3,4,1,480,93,7,1,40,8,250,48,267,52,63,12
261901060003,KLEM ROAD NORTH ELEMENTARY SCHOOL,2014,28,6,11,2,1,0,0,0,10,2,12,3,11,2,435,91,12,3,32,7,224,47,256,53,47,10
261901060004,PLANK ROAD NORTH ELEMENTARY SCHOOL,2014,48,9,19,3,15,3,3,1,24,4,26,5,21,4,457,84,13,2,23,4,270,50,274,50,98,18
261901060006,STATE ROAD ELEMENTARY SCHOOL,2014,79,14,9,2,19,3,0,0,23,4,36,7,14,3,470,86,6,1,40,7,268,49,281,51,116,21
261901060007,SPRY MIDDLE SCHOOL,2014,115,11,43,4,12,1,0,0,39,4,61,6,40,4,910,86,5,0,109,10,513,49,542,51,207,20
261901060009,WEBSTER-SCHROEDER HIGH SCHOOL,2014,135,9,55,4,15,1,1,0,69,5,67,5,64,4,1243,86,8,1,157,11,731,50,721,50,266,18
261901060010,WILLINK MIDDLE SCHOOL,2014,64,6,31,3,0,0,1,0,23,2,48,5,25,3,880,89,10,1,113,11,472,48,515,52,134,14
261901060011,PLANK ROAD SOUTH ELEMENTARY SCHOOL,2014,33,6,12,2,7,1,1,0,17,3,31,6,17,3,478,86,12,2,29,5,259,47,297,53,57,10
261901060013,KLEM ROAD SOUTH ELEMENTARY SCHOOL,2014,56,10,26,5,12,2,0,0,25,5,35,6,19,3,463,84,11,2,31,6,286,52,267,48,111,20
261901060014,SCHLEGEL ROAD ELEMENTARY SCHOOL,2014,74,14,9,2,50,9,0,0,12,2,28,5,46,9,435,82,11,2,44,8,268,50,264,50,117,22
261901060015,THOMAS HIGH SCHOOL,2014,82,6,29,2,0,0,1,0,40,3,43,3,32,2,1233,91,12,1,154,11,684,50,677,50,144,11
262001040000,WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT,2014,182,27,96,14,2,0,3,0,87,13,18,3,3,0,548,82,12,2,87,13,325,48,346,52,280,42
262001040003,WHEATLAND-CHILI HIGH SCHOOL,2014,99,25,62,16,0,0,1,0,54,14,9,2,2,1,328,83,2,1,56,14,196,49,200,51,163,41
262001040004,T J CONNOR ELEMENTARY SCHOOL,2014,83,30,34,12,2,1,2,1,33,12,9,3,1,0,220,80,10,4,31,11,129,47,146,53,117,43
270100010000,AMSTERDAM CITY SCHOOL DISTRICT,2014,2015,55,164,4,139,4,4,0,195,5,1492,41,36,1,1865,51,77,2,554,15,1791,49,1878,51,2333,64
270100010003,WILLIAM H BARKLEY MICROSOCIETY,2014,184,54,18,5,5,1,0,0,14,4,111,33,6,2,197,58,10,3,37,11,151,45,187,55,215,64
270100010006,RAPHAEL J MCNULTY ACADEMY FOR INTERN STUDIES & LITERACY,2014,290,65,16,4,19,4,1,0,21,5,212,48,4,1,182,41,26,6,45,10,224,50,222,50,322,72
270100010009,WILBUR H LYNCH LITERACY ACADEMY,2014,463,56,44,5,27,3,2,0,56,7,328,40,10,1,421,51,8,1,132,16,405,49,420,51,535,65
270100010010,AMSTERDAM HIGH SCHOOL,2014,487,43,56,5,37,3,0,0,70,6,409,36,10,1,630,56,10,1,230,20,581,51,548,49,585,52
270100010018,WILLIAM B TECLER ARTS IN EDUCATION,2014,296,62,12,3,23,5,1,0,23,5,185,39,3,1,252,53,11,2,54,11,227,48,248,52,326,69
270100010019,MARIE CURIE INSTITUTE OF ENGINEERING AND COMMUNICATION,2014,295,65,18,4,28,6,0,0,11,2,247,54,3,1,183,40,12,3,56,12,203,45,253,55,350,77
270301040000,CANAJOHARIE CENTRAL SCHOOL DISTRICT,2014,278,30,94,10,1,0,0,0,12,1,0,0,2,0,925,98,3,0,101,11,438,46,504,54,447,47
270301040002,CANAJOHARIE SENIOR HIGH SCHOOL,2014,78,25,36,12,0,0,0,0,4,1,0,0,0,0,304,98,1,0,45,15,146,47,163,53,142,46
270301040003,CANAJOHARIE MIDDLE SCHOOL,2014,63,29,20,9,0,0,0,0,0,0,0,0,0,0,218,100,0,0,17,8,99,45,119,55,102,47
270301040004,EAST HILL SCHOOL,2014,137,33,38,9,1,0,0,0,8,2,0,0,2,0,403,97,2,0,39,9,193,47,222,53,203,49
270601040000,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,2014,305,22,108,8,5,0,4,0,11,1,26,2,15,1,1316,95,11,1,189,14,699,51,684,49,600,43
270601040001,FONDA-FULTONVILLE K-4 SCHOOL,2014,143,27,41,8,1,0,0,0,3,1,8,1,5,1,513,95,9,2,77,14,276,51,262,49,248,46
270601040002,FONDA-FULTONVILLE SENIOR HIGH SCHOOL,2014,58,14,32,8,3,1,2,0,5,1,9,2,5,1,380,95,0,0,48,12,200,50,201,50,154,38
270601040003,FONDA-FULTONVILLE 5-8 SCHOOL,2014,104,23,35,8,1,0,2,0,3,1,9,2,5,1,423,95,2,0,64,14,223,50,221,50,198,45
270701040000,FORT PLAIN CENTRAL SCHOOL DISTRICT,2014,338,44,64,8,0,0,2,0,8,1,28,4,6,1,698,91,27,4,144,19,364,47,405,53,527,69
270701040001,HARRY HOAG SCHOOL,2014,225,52,34,8,0,0,1,0,5,1,20,5,2,0,394,92,7,2,73,17,192,45,237,55,321,75
270701040003,FORT PLAIN JUNIOR-SENIOR HIGH SCHOOL,2014,113,33,30,9,0,0,1,0,3,1,8,2,4,1,304,89,20,6,71,21,172,51,168,49,206,61
271201040000,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,2014,266,37,63,9,0,0,0,0,7,1,7,1,1,0,711,98,2,0,104,14,375,52,353,48,478,66
271201040001,OPPENHEIM-EPHRATAH-ST JOHNSVILLE ELEMENTARY/MIDDLE SCHOOL,2014,90,32,24,9,0,0,0,0,2,1,4,1,1,0,270,97,1,0,36,13,133,48,145,52,188,68
271201040003,DAVID H ROBBINS ELEMENTARY SCHOOL,2014,104,46,26,11,0,0,0,0,3,1,3,1,0,0,222,97,0,0,23,10,130,57,98,43,168,74
271201040004,OPPENHEIM-EPHRATAH-ST JOHNSVILLE HIGH SCHOOL,2014,72,32,13,6,0,0,0,0,2,1,0,0,0,0,219,99,1,0,45,20,112,50,110,50,122,55
280100010000,GLEN COVE CITY SCHOOL DISTRICT,2014,1347,42,355,11,386,12,29,1,342,11,1658,52,135,4,1007,32,9,0,481,15,1536,48,1644,52,1702,54
280100010001,DEASY SCHOOL,2014,195,50,46,12,89,23,0,0,43,11,223,58,12,3,108,28,1,0,45,12,192,50,195,50,241,62
280100010003,CONNOLLY SCHOOL,2014,140,42,43,13,32,10,5,1,22,7,175,52,13,4,117,35,3,1,56,17,161,48,174,52,183,55
280100010004,GRIBBIN SCHOOL,2014,167,45,46,12,78,21,4,1,20,5,211,57,16,4,116,31,4,1,23,6,185,50,186,50,213,57
280100010005,LANDING SCHOOL,2014,164,42,52,13,43,11,5,1,50,13,203,52,17,4,119,30,0,0,69,18,182,46,212,54,216,55
280100010007,GLEN COVE HIGH SCHOOL,2014,384,40,85,9,95,10,9,1,114,12,471,48,44,5,333,34,1,0,165,17,450,46,522,54,469,48
280100010008,ROBERT M FINLEY MIDDLE SCHOOL,2014,297,41,83,12,49,7,6,1,93,13,375,52,33,5,214,30,0,0,123,17,366,51,355,49,380,53
280201030000,HEMPSTEAD UNION FREE SCHOOL DISTRICT,2014,4000,60,291,4,1794,27,23,0,2350,35,4099,61,38,1,183,3,12,0,773,12,3211,48,3494,52,4438,66
280201030001,FRANKLIN SCHOOL,2014,454,63,40,6,213,29,5,1,274,38,409,56,3,0,32,4,1,0,61,8,322,44,402,56,512,71
280201030002,DAVID PATERSON SCHOOL,2014,357,80,25,6,126,28,2,0,165,37,252,57,6,1,20,4,1,0,49,11,237,53,209,47,386,87
280201030003,JACKSON MAIN ELEMENTARY SCHOOL,2014,230,61,27,7,114,30,1,0,147,39,209,55,1,0,21,6,1,0,47,12,173,46,207,54,264,69
280201030004,BARACK OBAMA ELEMENTARY SCHOOL,2014,319,73,7,2,170,39,0,0,116,26,296,67,2,0,26,6,0,0,47,11,223,51,217,49,333,76
280201030007,HEMPSTEAD HIGH SCHOOL,2014,915,48,69,4,379,20,1,0,793,42,1069,56,7,0,20,1,4,0,240,13,899,47,995,53,991,52
280201030008,MARSHALL SCHOOL,2014,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0
280201030009,JACKSON ANNEX SCHOOL,2014,329,73,15,3,191,43,2,0,90,20,328,73,3,1,25,6,0,0,54,12,204,46,244,54,355,79
280201030010,ALVERTA B GRAY SCHULTZ MIDDLE SCHOOL,2014,768,55,68,5,223,16,7,1,519,37,838,60,9,1,18,1,3,0,199,14,674,48,720,52,842,60
280201030011,FRONT STREET ELEMENTARY SCHOOL,2014,233,77,19,6,127,42,4,1,50,17,228,76,1,0,17,6,1,0,39,13,136,45,165,55,259,86
280201030016,PROSPECT ELEMENTARY SCHOOL,2014,395,58,21,3,251,37,1,0,196,29,469,69,6,1,4,1,1,0,37,5,343,51,334,49,496,73
280201860934,ACADEMY CHARTER SCHOOL,2014,359,74,74,15,16,3,0,0,392,81,74,15,4,1,0,0,12,2,27,6,246,51,236,49,398,83
280201860947,EVERGREEN CHARTER SCHOOL,2014,205,68,28,9,82,27,0,0,97,32,194,65,2,1,2,1,5,2,25,8,166,55,134,45,222,74
