ENTITY_CD,ENTITY_NAME,YEAR,ATTENDANCE_RATE,NUM_SUSPENSIONS,PER_SUSPENSIONS
343000010122,PS 122 MAMIE FAY,2014,95,1,0
343000010126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,2014,92,17,3
343000010127,PS 127 AEROSPACE SCIENCE MAGNET,2014,93,16,1
570201040000,AVOCA CENTRAL SCHOOL DISTRICT,2013,96,14,3
570201040002,AVOCA CENTRAL SCHOOL,2013,96,14,3
570302060000,BATH CENTRAL SCHOOL DISTRICT,2013,96,47,3
570302060001,VERNON E WIGHTMAN PRIMARY SCHOOL,2013,95,4,1
570302060003,HAVERLING SENIOR HIGH SCHOOL,2013,95,27,5
570302060004,DANA L LYON MIDDLE SCHOOL,2013,96,16,3
570401040000,BRADFORD CENTRAL SCHOOL DISTRICT,2013,95,16,6
570401040001,BRADFORD CENTRAL SCHOOL,2013,95,16,6
570603040000,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,2013,96,11,1
570603040001,CAMPBELL-SAVONA ELEMENTARY SCHOOL,2013,96,2,0
570603040002,CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL,2013,95,9,2
571000010000,CORNING CITY SCHOOL DISTRICT,2013,94,239,5
571000010003,CALVIN U SMITH ELEMENTARY SCHOOL,2013,96,9,3
343000010141,IS 141 STEINWAY (THE),2014,95,13,1
343000010145,IS 145 JOSEPH PULITZER,2014,96,9,0
343000010148,PS 148,2014,95,0,0
343000010149,PS 149 CHRISTA MCAULIFFE,2014,95,0,0
343000010150,PS 150,2014,95,5,0
343000010151,PS 151 MARY D CARTER,2014,91,4,1
343000010152,PS 152 GWENDOLYN N ALLEYNE SCHOOL,2014,96,0,0
343000010166,PS 166 HENRY GRADSTEIN,2014,95,6,1
343000010171,PS 171 PETER G VAN ALST,2014,91,1,0
343000010204,IS 204 OLIVER W HOLMES,2014,93,37,5
343000010212,PS 212,2014,95,2,0
571000010005,ERWIN VALLEY ELEMENTARY SCHOOL,2013,93,1,0
571000010007,FREDERICK CARDER ELEMENTARY SCHOOL,2013,98,7,1
571000010008,HUGH W GREGG ELEMENTARY SCHOOL,2013,97,1,0
571000010012,WILLIAM E SEVERN ELEMENTARY SCHOOL,2013,95,13,3
571000010013,WINFIELD STREET ELEMENTARY SCHOOL,2013,95,7,3
571000010014,NORTHSIDE BLODGETT MIDDLE SCHOOL,2013,96,40,7
571000010015,CORNING FREE ACADEMY MIDDLE SCHOOL,2013,96,27,5
571000010017,CORNING-PAINTED POST EAST HIGH SCHOOL,2013,92,62,8
571000010018,CORNING-PAINTED POST WEST HIGH SCHOOL,2013,94,72,8
571000010019,CORNING PAINTED POST HIGH SCHOOL LEARNING CENTER,2013,100,0,0
571502060000,CANISTEO-GREENWOOD CSD,2013,95,52,5
571502060001,CANISTEO-GREENWOOD HIGH SCHOOL,2013,94,39,11
343000010222,PS 222-FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL,2014,92,0,0
343000010228,PS 228 EARLY CHILDHOOD MAGNET SCHOOL FOR THE ARTS,2014,95,0,0
343000010230,IS 230,2014,96,8,1
343000010234,PS 234,2014,94,0,0
343000010235,ACADEMY FOR NEW AMERICANS,2014,96,1,1
343000010280,PS 280,2014,95,0,0
343000010291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,2014,94,0,0
343000010300,30TH AVENUE SCHOOL (THE),2014,0,0,0
343000010329,EAST ELMHURST COMMUNITY SCHOOL,2014,92,0,0
343000011227,IS 227 LOUIS ARMSTRONG,2014,96,4,0
343000011258,ENERGY TECH HIGH SCHOOL,2014,93,3,3
571502060002,CANISTEO-GREENWOOD ELEMENTARY SCHOOL,2013,96,13,2
571800010000,HORNELL CITY SCHOOL DISTRICT,2013,94,64,4
571800010001,HORNELL INTERMEDIATE SCHOOL,2013,95,14,3
571800010002,BRYANT SCHOOL,2013,95,8,3
571800010006,HORNELL SENIOR HIGH SCHOOL,2013,92,13,3
571800010007,NORTH HORNELL SCHOOL,2013,92,2,1
571800010008,HORNELL JUNIOR HIGH SCHOOL,2013,95,27,9
571901040000,ARKPORT CENTRAL SCHOOL DISTRICT,2013,96,27,5
571901040004,ARKPORT CENTRAL SCHOOL,2013,97,27,5
572301040000,PRATTSBURGH CENTRAL SCHOOL DISTRICT,2013,96,23,6
572301040001,PRATTSBURGH CENTRAL SCHOOL,2013,96,23,6
572702040000,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,2013,96,17,3
572702040001,JASPER-TROUPSBURG ELEMENTARY SCHOOL,2013,95,0,0
572702040002,JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL,2013,96,17,6
572901040000,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,2013,96,14,3
572901040002,GLENN CURTISS MEMORIAL SCHOOL,2013,96,4,2
572901040004,HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL,2013,96,10,4
573002040000,WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,2013,95,92,6
573002040001,WAYLAND-COHOCTON HIGH SCHOOL,2013,93,80,18
573002040002,WAYLAND ELEMENTARY SCHOOL,2013,96,2,1
573002040003,WAYLAND-COHOCTON MIDDLE SCHOOL,2013,96,10,2
573002040004,COHOCTON ELEMENTARY SCHOOL,2013,96,0,0
580101030000,BABYLON UNION FREE SCHOOL DISTRICT,2013,96,9,1
580101030001,BABYLON MEMORIAL GRADE SCHOOL,2013,96,2,0
343000011286,YOUNG WOMENS LEADERSHIP SCHOOL,2014,95,0,0
343000011301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,2014,93,4,1
343000011445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2014,89,31,1
343000011450,LONG ISLAND CITY HIGH SCHOOL,2014,79,30,1
343000011501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2014,94,2,0
343000011502,INFORMATION TECHNOLOGY HIGH SCHOOL,2014,89,9,1
343000011555,NEWCOMERS HIGH SCHOOL,2014,88,7,1
343000011575,ACADEMY OF AMERICAN STUDIES,2014,93,9,1
343000011580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,2014,97,0,0
343000860822,RENAISSANCE CHARTER SCHOOL (THE),2014,94,28,5
580101030002,BABYLON JUNIOR-SENIOR HIGH SCHOOL,2013,96,7,1
580101030003,BABYLON ELEMENTARY SCHOOL,2013,95,0,0
580102030000,WEST BABYLON UNION FREE SCHOOL DISTRICT,2013,96,187,4
580102030001,FOREST AVENUE SCHOOL,2013,98,1,0
580102030002,JOHN F KENNEDY SCHOOL,2013,96,3,1
580102030004,SANTAPOGUE SCHOOL,2013,95,1,0
580102030005,SOUTH BAY SCHOOL,2013,95,3,1
580102030006,TOOKER AVENUE SCHOOL,2013,94,4,1
580102030007,WEST BABYLON JUNIOR HIGH SCHOOL,2013,96,65,7
580102030008,WEST BABYLON SENIOR HIGH SCHOOL,2013,96,110,8
580103030000,NORTH BABYLON UNION FREE SCHOOL DISTRICT,2013,94,289,6
580103030001,BELMONT ELEMENTARY SCHOOL,2013,95,5,1
580103030002,ROBERT MOSES MIDDLE SCHOOL,2013,96,22,2
343000860836,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,2014,94,37,5
343000860932,VOICE CHARTER SCHOOL OF NEW YORK,2014,96,100,18
343000860952,GROWING UP GREEN CHARTER SCHOOL,2014,95,15,3
343000860998,ACADEMY OF THE CITY CHARTER SCHOOL,2014,92,8,3
353100010000,NEW YORK CITY GEOGRAPHIC DISTRICT #31,2014,0,451,1
353100010001,PS 1 TOTTENVILLE,2014,93,0,0
353100010002,IS 2 GEORGE L EGBERT,2014,92,15,2
353100010003,PS 3 MARGARET GIOIOSA SCHOOL (THE),2014,94,5,1
353100010004,PS 4 MAURICE WOLLIN,2014,93,0,0
353100010005,PS 5 HUGUENOT,2014,94,0,0
353100010006,PS 6 CPL ALLAN F KIVLEHAN SCHOOL,2014,94,0,0
580103030003,PARLIAMENT PLACE SCHOOL,2013,95,17,4
580103030006,WOODS ROAD ELEMENTARY SCHOOL,2013,95,11,3
580103030008,NORTH BABYLON HIGH SCHOOL,2013,93,226,14
580103030009,MARION G VEDDER ELEMENTARY SCHOOL,2013,96,5,1
580103030010,WILLIAM E DELUCA JR ELEMENTARY SCHOOL,2013,95,3,1
580104030000,LINDENHURST UNION FREE SCHOOL DISTRICT,2013,95,191,3
580104030001,ALBANY AVENUE SCHOOL,2013,95,1,0
580104030002,ALLEGHANY AVENUE SCHOOL,2013,95,2,1
580104030003,DANIEL STREET SCHOOL,2013,95,2,0
580104030005,HARDING AVENUE SCHOOL,2013,95,4,1
580104030008,WILLIAM RALL SCHOOL,2013,94,5,1
580104030009,WEST GATES AVENUE SCHOOL,2013,96,2,1
580104030010,LINDENHURST SENIOR HIGH SCHOOL,2013,96,148,7
580104030011,LINDENHURST MIDDLE SCHOOL,2013,95,27,2
353100010007,IS 7 ELIAS BERNSTEIN,2014,94,4,0
353100010008,PS 8 SHIRLEE SOLOMON,2014,94,4,1
353100010009,NAPLES STREET ELEMENTARY SCHOOL,2014,94,0,0
353100010010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,2014,0,0,0
353100010011,PS 11 THOMAS DONGAN SCHOOL,2014,93,1,0
353100010013,PS 13 M L LINDENMEYER,2014,93,5,1
353100010014,PS 14 CORNELIUS VANDERBILT,2014,90,9,5
353100010016,PS 16 JOHN J DRISCOLL,2014,91,6,1
353100010018,PS 18 JOHN G WHITTIER,2014,91,4,1
353100010019,PS 19 CURTIS SCHOOL (THE),2014,93,2,0
580105030000,COPIAGUE UNION FREE SCHOOL DISTRICT,2013,95,259,5
580105030001,DEAUVILLE GARDENS EAST ELEMENTARY SCHOOL,2013,94,16,3
580105030002,GREAT NECK ROAD ELEMENTARY SCHOOL,2013,95,9,2
580105030004,SUSAN E WILEY SCHOOL,2013,94,20,3
580105030005,WALTER G O'CONNELL COPIAGUE HIGH SCHOOL,2013,96,106,7
580105030006,COPIAGUE MIDDLE SCHOOL,2013,96,98,9
580105030007,DEAUVILLE GARDENS WEST ELEMENTARY SCHOOL,2013,95,10,2
580106030000,AMITYVILLE UNION FREE SCHOOL DISTRICT,2013,94,291,10
580106030001,NORTHEAST SCHOOL,2013,94,3,1
580106030002,NORTHWEST ELEMENTARY SCHOOL,2013,93,18,3
580106030003,PARK AVENUE SCHOOL,2013,94,39,6
580106030004,EDMUND W MILES MIDDLE SCHOOL,2013,94,132,20
580106030005,AMITYVILLE MEMORIAL HIGH SCHOOL,2013,94,99,14
580107030000,DEER PARK UNION FREE SCHOOL DISTRICT,2013,95,130,3
580107030001,MAY MOORE PRIMARY SCHOOL,2013,95,6,1
580107030004,JOHN QUINCY ADAMS PRIMARY SCHOOL,2013,94,8,2
580107030007,DEER PARK HIGH SCHOOL,2013,95,73,5
353100010020,PS 20 PORT RICHMOND,2014,94,1,0
353100010021,PS 21 MARGARET EMERY-ELM PARK,2014,93,0,0
353100010022,PS 22 GRANITEVILLE,2014,92,10,1
353100010023,PS 23 RICHMONDTOWN,2014,94,0,0
353100010024,IS 24 MYRA S BARNES,2014,94,13,1
353100010026,PS 26 CARTERET SCHOOL (THE),2014,94,0,0
353100010027,IS 27 ANNING S PRALL,2014,92,50,4
580107030008,JOHN F KENNEDY INTERMEDIATE SCHOOL,2013,96,7,1
580107030009,ROBERT FROST MIDDLE SCHOOL,2013,95,36,4
580109020000,WYANDANCH UNION FREE SCHOOL DISTRICT,2013,92,256,13
580109020001,MARTIN LUTHER KING ELEMENTARY SCHOOL,2013,91,18,4
580109020003,WYANDANCH MEMORIAL HIGH SCHOOL,2013,92,129,27
580109020004,MILTON L OLIVE MIDDLE SCHOOL,2013,94,107,23
580109020006,LA FRANCIS HARDIMAN ELEMENTARY SCHOOL,2013,91,2,0
580201060000,THREE VILLAGE CENTRAL SCHOOL DISTRICT,2013,96,74,1
580201060003,ARROWHEAD ELEMENTARY SCHOOL,2013,96,4,1
580201060004,NASSAKEAG ELEMENTARY SCHOOL,2013,96,3,0
580201060005,WARD MELVILLE SENIOR HIGH SCHOOL,2013,95,38,2
353100010028,EAGLE ACADEMY OF STATEN ISLAND,2014,0,0,0
353100010029,PS 29 BARDWELL,2014,94,0,0
353100010030,PS 30 WESTERLEIGH,2014,94,0,0
353100010031,PS 31 WILLIAM T DAVIS,2014,90,2,0
353100010032,PS 32 GIFFORD SCHOOL (THE),2014,94,2,0
353100010034,IS 34 TOTTENVILLE,2014,93,4,0
353100010035,PS 35 CLOVE VALLEY SCHOOL (THE),2014,93,0,0
353100010036,PS 36 J C DRUMGOOLE,2014,94,1,0
353100010038,PS 38 GEORGE CROMWELL,2014,94,0,0
353100010039,PS 39 FRANCIS J MURPHY JR,2014,93,1,0
353100010041,PS 41 NEW DORP,2014,94,0,0
353100010042,PS 42 ELTINGVILLE,2014,94,1,0
353100010044,PS 44 THOMAS C BROWN,2014,90,8,1
580201060006,WILLIAM SIDNEY MOUNT SCHOOL,2013,96,0,0
580201060007,SETAUKET ELEMENTARY SCHOOL,2013,96,5,1
580201060008,MINNESAUKE ELEMENTARY SCHOOL,2013,96,1,0
580201060009,PAUL J GELINAS JUNIOR HIGH SCHOOL,2013,96,15,2
580201060010,ROBERT CUSHMAN MURPHY JUNIOR HIGH SCHOOL,2013,96,8,1
580203020000,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,2013,94,106,3
580203020001,TERRYVILLE ROAD SCHOOL,2013,95,2,0
580203020002,NORWOOD AVENUE SCHOOL,2013,94,1,0
580203020004,JOHN F KENNEDY MIDDLE SCHOOL,2013,94,28,3
580203020005,CLINTON AVENUE SCHOOL,2013,94,4,1
580203020007,BOYLE ROAD ELEMENTARY SCHOOL,2013,96,1,0
580203020008,COMSEWOGUE HIGH SCHOOL,2013,95,70,6
353100010045,PS 45 JOHN TYLER,2014,92,5,1
353100010046,PS 46 ALBERT V MANISCALCO,2014,92,2,1
353100010048,PS 48 WILLIAM C WILCOX,2014,94,3,0
353100010049,IS 49 BERTHA A DREYFUS,2014,91,34,4
353100010050,PS 50 FRANK HANKINSON,2014,94,0,0
353100010051,IS 51 EDWIN MARKHAM,2014,91,34,3
353100010052,PS 52 JOHN C THOMPSON,2014,93,0,0
353100010053,PS 53 BAY TERRACE,2014,94,2,0
353100010054,PS 54 CHARLES W LENG,2014,93,1,0
353100010055,PS 55 HENRY M BOEHM,2014,94,2,0
353100010056,PS 56 LOUIS DESARIO SCHOOL (THE),2014,93,2,0
353100010057,PS 57 HUBERT H HUMPHREY,2014,90,0,0
580205060000,SACHEM CENTRAL SCHOOL DISTRICT,2013,95,261,2
580205060001,GATELOT AVENUE SCHOOL,2013,95,7,1
580205060002,GRUNDY AVENUE SCHOOL,2013,95,6,1
580205060003,HIAWATHA SCHOOL,2013,96,2,0
580205060004,LYNWOOD AVENUE SCHOOL,2013,96,2,0
580205060005,NOKOMIS SCHOOL,2013,95,2,0
580205060006,WAVERLY AVENUE SCHOOL,2013,96,3,1
580205060007,SAGAMORE MIDDLE SCHOOL,2013,96,21,2
580205060011,SENECA MIDDLE SCHOOL,2013,96,25,3
580205060012,WENONAH SCHOOL,2013,96,3,1
580205060013,CAYUGA SCHOOL,2013,96,1,0
580205060014,MERRIMAC SCHOOL,2013,95,1,0
580205060015,CHIPPEWA ELEMENTARY SCHOOL,2013,96,2,0
353100010058,SPACE SHUTTLE COLUMBIA SCHOOL,2014,93,1,0
353100010059,HARBOR VIEW SCHOOL (THE),2014,92,0,0
353100010060,PS 60 ALICE AUSTEN,2014,94,1,0
353100010061,IS 61 WILLIAM A MORRIS,2014,91,17,1
353100010063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,2014,95,0,0
353100010065,PS 65 ACADEMY OF INNOVATIVE LEARNING (THE),2014,95,1,0
353100010069,PS 69 DANIEL D TOMPKINS,2014,94,0,0
353100010072,IS 72 ROCCO LAURIE,2014,94,12,1
353100010074,PS 74 FUTURE LEADERS ELEMENTARY SCHOOL,2014,91,3,1
353100010075,IS 75 FRANK D PAULO,2014,94,11,1
353100010078,PS 78,2014,89,8,2
353100010861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,2014,93,1,0
580205060017,TECUMSEH ELEMENTARY SCHOOL,2013,95,0,0
580205060018,TAMARAC ELEMENTARY SCHOOL,2013,96,4,1
580205060019,SACHEM HIGH SCHOOL NORTH,2013,95,90,4
580205060020,SACHEM HIGH SCHOOL EAST,2013,95,50,2
580205060021,SEQUOYA MIDDLE SCHOOL,2013,96,10,1
580205060022,SAMOSET MIDDLE SCHOOL,2013,96,32,4
580206020000,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,2013,95,15,1
580206020002,PORT JEFFERSON MIDDLE SCHOOL,2013,92,7,2
580206020003,EARL L VANDERMEULEN HIGH SCHOOL,2013,92,8,2
580206020004,PORT JEFFERSON ELEMENTARY SCHOOL,2013,92,0,0
580207020000,MOUNT SINAI UNION FREE SCHOOL DISTRICT,2013,95,17,1
580207020001,MOUNT SINAI ELEMENTARY SCHOOL,2013,95,0,0
580207020002,MOUNT SINAI MIDDLE SCHOOL,2013,96,2,0
353100011047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,2014,94,5,1
353100011064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,2014,89,3,1
353100011080,MICHAEL J PETRIDES SCHOOL (THE),2014,93,3,0
353100011440,NEW DORP HIGH SCHOOL,2014,88,21,1
353100011445,PORT RICHMOND HIGH SCHOOL,2014,86,31,2
353100011450,CURTIS HIGH SCHOOL,2014,89,28,1
353100011455,TOTTENVILLE HIGH SCHOOL,2014,89,13,0
353100011460,SUSAN E WAGNER HIGH SCHOOL,2014,89,49,1
353100011470,CONCORD HIGH SCHOOL,2014,73,0,0
353100011600,RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2014,84,10,2
580207020003,MOUNT SINAI HIGH SCHOOL,2013,96,15,2
580208020000,MILLER PLACE UNION FREE SCHOOL DISTRICT,2013,96,59,2
580208020001,NORTH COUNTRY ROAD SCHOOL,2013,96,14,2
580208020002,ANDREW MULLER PRIMARY SCHOOL,2013,95,0,0
580208020003,MILLER PLACE HIGH SCHOOL,2013,96,33,3
580208020004,SOUND BEACH SCHOOL,2013,96,12,2
580209020000,ROCKY POINT UNION FREE SCHOOL DISTRICT,2013,95,66,2
580209020001,JOSEPH A EDGAR IMTERMEDIATE SCHOOL,2013,96,6,1
580209020002,ROCKY POINT HIGH SCHOOL,2013,94,44,4
580209020003,FRANK J CARASITI ELEMENTARY SCHOOL,2013,95,1,0
580209020004,ROCKY POINT MIDDLE SCHOOL,2013,95,15,2
580211060000,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,2013,94,272,3
353100011605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2014,96,0,0
353100860959,JOHN W LAVELLE PREPARATORY CHARTER SCHOOL,2014,94,10,3
353100860964,STATEN ISLAND COMMUNITY CHARTER SCHOOL,2014,94,16,5
353100860984,NEW WORLD PREPARATORY CHARTER SCHOOL,2014,95,32,10
400301060000,LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,2014,95,48,2
400301060002,PRIMARY EDUCATION CENTER,2014,94,4,1
400301060003,INTERMEDIATE EDUCATION CENTER,2014,96,2,0
400301060005,LEWISTON PORTER MIDDLE SCHOOL,2014,96,17,3
400301060006,LEWISTON PORTER SENIOR HIGH SCHOOL,2014,94,25,3
400400010000,LOCKPORT CITY SCHOOL DISTRICT,2014,93,184,4
400400010001,ANNA MERRITT ELEMENTARY SCHOOL,2014,96,12,3
580211060002,HAWKINS PATH SCHOOL,2013,95,0,0
580211060003,HOLBROOK ROAD SCHOOL,2013,95,3,1
580211060004,NORTH COLEMAN ROAD SCHOOL,2013,95,2,1
580211060005,OXHEAD ROAD SCHOOL,2013,95,2,0
580211060006,BICYCLE PATH KINDERGARTEN-PRE K CENTER,2013,92,2,1
580211060007,EUGENE AUER MEMORIAL SCHOOL,2013,95,0,0
580211060009,DAWNWOOD MIDDLE SCHOOL,2013,95,35,3
580211060010,NEWFIELD HIGH SCHOOL,2013,95,145,9
580211060011,SELDEN MIDDLE SCHOOL,2013,95,7,1
580211060014,STAGECOACH SCHOOL,2013,95,0,0
580211060015,JERICHO ELEMENTARY SCHOOL,2013,95,0,0
580211060016,CENTEREACH HIGH SCHOOL,2013,95,72,5
580211060017,NEW LANE MEMORIAL ELEMENTARY SCHOOL,2013,95,4,0
400400010002,CHARLES A UPSON ELEMENTARY SCHOOL,2014,95,16,3
400400010005,GEORGE SOUTHARD ELEMENTARY SCHOOL,2014,97,8,2
400400010006,JOHN E POUND EARLY CHILDHOOD CENTER,2014,0,,
400400010007,ROY KELLEY ELEMENTARY SCHOOL,2014,95,4,1
400400010009,EMMET BELKNAP INTERMEDIATE SCHOOL,2014,95,25,4
400400010010,NORTH PARK JUNIOR HIGH SCHOOL,2014,96,31,4
400400010011,LOCKPORT HIGH SCHOOL,2014,93,88,6
400601060000,NEWFANE CENTRAL SCHOOL DISTRICT,2014,95,32,2
400601060001,NEWFANE EARLY CHILDHOOD CENTER,2014,94,1,1
400601060002,NEWFANE ELEMENTARY SCHOOL,2014,96,2,0
400601060006,NEWFANE SENIOR HIGH SCHOOL,2014,95,23,4
580211060018,UNITY DRIVE KINDERGARTEN-PRE K CENTER,2013,93,0,0
580212060000,LONGWOOD CENTRAL SCHOOL DISTRICT,2013,94,503,6
580212060001,C E WALTERS SCHOOL,2013,94,8,1
580212060002,CORAM ELEMENTARY SCHOOL,2013,95,5,0
580212060003,RIDGE ELEMENTARY SCHOOL,2013,95,14,2
580212060004,WEST MIDDLE ISLAND SCHOOL,2013,95,9,1
580212060005,LONGWOOD HIGH SCHOOL,2013,93,282,10
580212060006,LONGWOOD JUNIOR HIGH SCHOOL,2013,97,151,11
580212060007,LONGWOOD MIDDLE SCHOOL,2013,94,34,3
580224030000,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,2013,95,369,5
580224030001,BARTON ELEMENTARY SCHOOL,2013,96,4,1
580224030002,TREMONT ELEMENTARY SCHOOL,2013,95,4,1
400601060008,NEWFANE MIDDLE SCHOOL,2014,96,6,1
400701060000,NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT,2014,94,117,3
400701060002,WEST STREET ELEMENTARY SCHOOL,2014,95,5,1
400701060003,TUSCARORA ELEMENTARY SCHOOL,2014,93,6,6
400701060004,COLONIAL VILLAGE ELEMENTARY SCHOOL,2014,95,5,1
400701060005,ERRICK ROAD ELEMENTARY SCHOOL,2014,96,2,0
400701060009,EDWARD TOWN MIDDLE SCHOOL,2014,95,34,4
400701060010,NIAGARA-WHEATFIELD SENIOR HIGH SCHOOL,2014,93,65,5
400701860890,NIAGARA CHARTER SCHOOL,2014,90,71,21
400800010000,NIAGARA FALLS CITY SCHOOL DISTRICT,2014,90,860,13
400800010010,SEVENTY NINTH STREET SCHOOL,2014,93,15,4
400800010012,GERALDINE J MANN SCHOOL,2014,93,6,1
580224030003,BAY ELEMENTARY SCHOOL,2013,95,1,0
580224030004,MEDFORD ELEMENTARY SCHOOL,2013,95,10,2
580224030005,RIVER ELEMENTARY SCHOOL,2013,95,10,3
580224030006,OREGON MIDDLE SCHOOL,2013,95,58,10
580224030007,SOUTH OCEAN MIDDLE SCHOOL,2013,95,15,3
580224030008,PATCHOGUE-MEDFORD HIGH SCHOOL,2013,95,219,9
580224030009,EAGLE ELEMENTARY SCHOOL,2013,95,2,0
580224030010,CANAAN ELEMENTARY SCHOOL,2013,95,4,1
580224030011,SAXTON MIDDLE SCHOOL,2013,96,42,6
580232030000,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,2013,92,451,5
580232030002,WILLIAM FLOYD HIGH SCHOOL,2013,88,185,7
580232030004,WILLIAM FLOYD ELEMENTARY SCHOOL,2013,95,6,1
580232030005,TANGIER SMITH ELEMENTARY SCHOOL,2013,93,3,0
580232030006,MORICHES ELEMENTARY SCHOOL,2013,95,5,1
400800010015,HENRY J KALFAS MAGNET SCHOOL,2014,93,24,6
400800010020,HYDE PARK SCHOOL,2014,92,69,16
400800010021,MAPLE AVENUE SCHOOL,2014,93,16,5
400800010022,NIAGARA STREET SCHOOL,2014,91,93,16
400800010031,HARRY F ABATE ELEMENTARY SCHOOL,2014,92,80,13
400800010034,NIAGARA FALLS HIGH SCHOOL,2014,86,216,11
400800010040,GASKILL PREPARATORY SCHOOL,2014,90,115,21
400800010041,LASALLE PREPARATORY SCHOOL,2014,89,180,33
400800010042,CATARACT ELEMENTARY SCHOOL,2014,93,46,10
400900010000,NORTH TONAWANDA CITY SCHOOL DISTRICT,2014,94,119,3
580232030008,JOHN S HOBART ELEMENTARY SCHOOL,2013,94,29,3
580232030010,WILLIAM FLOYD MIDDLE SCHOOL,2013,94,90,8
580232030011,NATHANIEL WOODHULL ELEMENTARY SCHOOL,2013,95,19,3
580232030012,WILLIAM PACA MIDDLE SCHOOL,2013,93,114,11
580233020000,CENTER MORICHES UNION FREE SCHOOL DISTRICT,2013,96,49,3
580233020001,CENTER MORICHES HIGH SCHOOL,2013,95,25,4
580233020002,CENTER MORICHES MIDDLE SCHOOL,2013,95,24,6
580233020003,CLAYTON HUEY ELEMENTARY SCHOOL,2013,96,0,0
580234020000,EAST MORICHES UNION FREE SCHOOL DISTRICT,2013,94,6,1
580234020001,EAST MORICHES SCHOOL,2013,94,3,1
580234020002,EAST MORICHES ELEMENTARY SCHOOL,2013,96,3,1
400900010003,DRAKE SCHOOL,2014,95,2,1
400900010007,MEADOW SCHOOL,2014,95,5,1
400900010008,OHIO ELEMENTARY SCHOOL,2014,96,3,1
400900010009,SPRUCE SCHOOL,2014,95,3,1
400900010011,NORTH TONAWANDA HIGH SCHOOL,2014,92,103,9
400900010012,NORTH TONAWANDA MIDDLE SCHOOL,2014,96,3,1
401001060000,STARPOINT CENTRAL SCHOOL DISTRICT,2014,96,50,2
401001060001,STARPOINT HIGH SCHOOL,2014,96,32,4
401001060002,REGAN INTERMEDIATE SCHOOL,2014,97,1,0
401001060003,FRICANO PRIMARY SCHOOL,2014,96,1,0
401001060004,STARPOINT MIDDLE SCHOOL,2014,97,16,3
401201060000,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,2014,95,25,2
401201060001,ROYALTON-HARTLAND ELEMENTARY SCHOOL,2014,96,1,0
580235060000,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,2013,94,322,7
580235060002,KREAMER STREET ELEMENTARY SCHOOL,2013,96,5,1
580235060003,BROOKHAVEN ELEMENTARY SCHOOL,2013,94,10,2
580235060004,BELLPORT MIDDLE SCHOOL,2013,96,99,10
580235060005,FRANK P LONG INTERMEDIATE SCHOOL,2013,95,14,2
580235060006,BELLPORT SENIOR HIGH SCHOOL,2013,91,186,14
580235060007,VERNE W CRITZ ELEMENTARY SCHOOL,2013,94,8,2
580301020000,EAST HAMPTON UNION FREE SCHOOL DISTRICT,2013,95,58,3
580301020001,JOHN M MARSHALL ELEMENTARY SCHOOL,2013,95,5,1
580301020002,EAST HAMPTON HIGH SCHOOL,2013,95,45,5
580301020003,EAST HAMPTON MIDDLE SCHOOL,2013,95,8,2
580302080000,WAINSCOTT COMMON SCHOOL DISTRICT,2013,0,0,0
401201060003,ROYALTON-HARTLAND HIGH SCHOOL,2014,95,14,3
401201060004,ROYALTON-HARTLAND MIDDLE SCHOOL,2014,95,10,2
401301040000,BARKER CENTRAL SCHOOL DISTRICT,2014,95,16,2
401301040002,PRATT ELEMENTARY SCHOOL,2014,95,2,0
401301040003,BARKER JUNIOR/SENIOR HIGH SCHOOL,2014,94,14,3
